Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response_Onset,Response_Offset
Rat,8031,1,1,6,Long,PI,15;36,12,-1.96000000000004;15.8199999999997;16.0999999999995;17;17.3999999999996;17.7600000000002;18.3800000000001;18.7200000000003;19.0599999999995;19.5;20.0599999999995;20.5199999999995;20.8000000000002;21.4200000000001;21.7600000000002;22.04;22.5799999999999;22.8800000000001;23.2200000000003;23.5599999999995;23.8800000000001;24.3199999999997,-1.73999999999978;16.0199999999995;16.8999999999996;17.3400000000001;17.6799999999994;18.3400000000001;18.5999999999995;18.9799999999996;19.3599999999997;19.8999999999996;20.3199999999997;20.6599999999999;21.1199999999999;21.6999999999998;21.96;22.3000000000002;22.8199999999997;23.1599999999999;23.4799999999996;23.8199999999997;24.1199999999999;24.7799999999997;-6123.3;-6123.3;-6123.3;-6123.3;-6123.3;-6123.3;-6123.3;-6123.3;-6123.3;-6123.3
Rat,8031,2,1,1,Short,PI,15;36,4,-8.88;-8.60000000000002;-8.10000000000002;-7.75999999999999;-7.67999999999995;-7.01999999999998;4.01999999999998;4.30000000000007;4.60000000000002;4.88;5.15999999999997;5.51999999999998;5.80000000000007;6.10000000000002;6.42000000000007;6.74000000000001;30.4,-8.72000000000003;-8.15999999999997;-7.79999999999995;-7.69999999999993;-7.55999999999995;-6.75999999999999;4.22000000000003;4.53999999999996;4.84000000000003;5.10000000000002;5.46000000000004;5.75999999999999;6;6.34000000000003;6.65999999999997;7.25999999999999;30.4400000000001;-695.52;-695.52
Rat,8031,2,1,2,Short,PI,15;36,4,2.04000000000008;2.32000000000005;2.70000000000005;3.10000000000002;3.42000000000007;3.72000000000003;4.18000000000006;4.44000000000006;4.86000000000001;5.20000000000005;5.72000000000003;6.10000000000002;6.5;32.5,2.28000000000009;2.66000000000008;3.04000000000008;3.38;3.68000000000006;4.16000000000008;4.42000000000007;4.75999999999999;5.10000000000002;5.63999999999999;6.04000000000008;6.42000000000007;6.70000000000005;32.7800000000001;-800.54;-800.54;-800.54;-800.54;-800.54;-800.54;-800.54;-800.54
Rat,8031,2,1,3,Short,PI,15;36,4,-12.24;40.22;40.8;41.2;41.5799999999999;41.9400000000001;42.52;42.8199999999999;43.1800000000001;43.5;44.22;44.5599999999999,-14.8999999999999;-12.1199999999999;40.74;41.1200000000001;41.52;41.8600000000001;42.4400000000001;42.7;43.1000000000001;43.46;44.1400000000001;44.4400000000001;44.76;-1199.54;-1199.54;-1199.54;-1199.54;-1199.54;-1199.54;-1199.54;-1199.54;-1199.54;-1199.54;-1199.54
Rat,8031,2,1,4,Short,PI,15;36,4,2.66000000000008;2.88000000000011;3.18000000000006;3.53999999999996;3.84000000000015;4.1400000000001;4.46000000000004;4.98000000000002;5.31999999999994;5.55999999999995;5.92000000000007;6.62000000000012;6.90000000000009;7.25999999999999,2.84000000000015;3.12000000000012;3.48000000000002;3.77999999999997;4.08000000000016;4.38000000000011;4.92000000000007;5.24000000000001;5.42000000000007;5.72000000000003;6.53999999999996;6.75999999999999;7.08000000000016;7.42000000000007;-1412.8;-1412.8;-1412.8;-1412.8;-1412.8;-1412.8;-1412.8;-1412.8
Rat,8031,2,1,5,Short,PI,15;36,4,6.79999999999995;7.43999999999983;7.75999999999999;8.03999999999996;8.37999999999988;8.67999999999984;9.09999999999991,7.01999999999998;7.65999999999985;7.96000000000004;8.29999999999996;8.63999999999987;8.96000000000004;9.65999999999985;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18;-1733.18
Rat,8031,2,1,6,Short,PI,15;36,4,8.25999999999976;8.57999999999993;8.90000000000009;9.17999999999984;9.48000000000002;9.85999999999967;10.2599999999998;10.9200000000001,8.5;8.88000000000011;9.11999999999989;9.40000000000009;9.79999999999973;10.1999999999998;10.8199999999997;11.0799999999999;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38;-2214.38
Rat,8031,2,1,7,Short,PI,15;36,4,5.25999999999976;5.5;5.90000000000009;6.25999999999976;6.59999999999991;6.90000000000009;7.19999999999982;8.09999999999991;8.40000000000009,5.44000000000006;5.75999999999976;6.17999999999984;6.53999999999996;6.79999999999973;7.17999999999984;8;8.33999999999969;8.55999999999995;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4;-2337.4
Rat,8031,2,1,8,Short,PI,15;36,4,3.87999999999965;4.09999999999991;4.5;4.83999999999969;5.15999999999985;5.51999999999998;5.83999999999969;6.2199999999998;6.63999999999987;7.17999999999984,4.03999999999996;4.4399999999996;4.81999999999971;5.09999999999991;5.4399999999996;5.81999999999971;6.15999999999985;6.53999999999996;6.9399999999996;7.29999999999973;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26;-3021.26
Rat,8031,2,1,9,Short,PI,15;36,4,2.16000000000031;2.64000000000033;3.26000000000022;3.57999999999993;3.96000000000004;4.20000000000027;4.5;4.86000000000013;5.24000000000024,2.55999999999995;3.16000000000031;3.5;3.88000000000011;4.11999999999989;4.42000000000007;4.72000000000026;5.07999999999993;5.34000000000015;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12;-3642.12
