Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response_Onset,Response_Offset,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140
Rat,15003,1,1,3,Audiovisual,PI,8;16;32,8,3.76699999999983;4.3739999999998;5.18199999999979;6.10500000000002;8.12899999999991;8.45299999999998;8.95299999999998;10.1379999999999;10.846;11.8620000000001;12.7689999999998;55.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,4,Audiovisual,PI,8;16;32,8,6.22499999999991;7.58299999999963;8.81500000000006;9.56899999999996;10.4099999999999;10.9809999999998;11.7749999999996;13.1019999999999;13.5360000000001;61.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,5,Audiovisual,PI,8;16;32,8,3.77500000000009;4.87300000000005;5.24699999999984;6.06700000000001;6.78400000000011;7.5659999999998;7.95299999999997;9.00999999999976;9.73799999999983;10.7489999999998;11.0079999999998;11.3159999999998;12.3710000000001;14.2259999999997;62.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,6,Audiovisual,PI,8;16;32,8,42.3470000000002;42.8770000000004;43.6680000000001;44.3250000000003;45.0490000000004;46.2000000000003;59.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,7,Audiovisual,PI,8;16;32,8,4.63299999999981;5.42899999999918;6.94799999999941;7.28999999999996;8.33999999999924;8.92699999999968;9.89300000000003;10.3429999999998;11.0469999999996;12.0519999999997;13.2199999999993;14.2699999999995;14.982;58.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,8,Audiovisual,PI,8;16;32,8,4.42700000000059;5.88200000000052;6.60100000000057;7.48199999999997;8.4360000000006;9.25200000000041;9.7470000000003;10.7280000000001;11.2340000000004;11.866;12.8800000000001;57.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,9,Audiovisual,PI,8;16;32,8,5.75500000000011;6.13100000000031;6.53899999999976;6.72699999999986;7.31999999999971;8.27300000000014;8.59100000000035;9.56700000000001;10.8249999999998;11.9470000000001;55.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,10,Audiovisual,PI,8;16;32,8,6.99499999999989;7.91699999999946;8.38899999999921;9.73899999999958;10.6509999999998;11.4479999999994;12.8449999999993;14.527;58.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,11,Audiovisual,PI,8;16;32,8,9.23599999999988;10.1509999999998;10.567;11.3450000000003;12.5200000000004;12.8429999999998;13.8330000000005;14.0500000000002;49.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,12,Audiovisual,PI,8;16;32,8,8.73000000000047;9.33200000000034;9.78600000000006;10.598;11.3870000000006;59.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,13,Audiovisual,PI,8;16;32,8,3.22500000000036;3.98000000000047;4.88799999999992;5.39300000000003;5.89199999999983;6.27999999999975;6.89300000000003;7.20300000000043;8.16200000000026;9.39300000000003;57.5360000000001;58.5190000000002;59.5029999999997;59.9949999999999;60.4679999999999;60.8490000000002;61.3640000000005;61.5900000000001;62.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,1,Audiovisual,PI,8;16;32,16,3.197;4.58000000000004;6.55200000000002;7.89600000000002;8.154;8.70400000000001;9.46800000000002;10.254;11.542;12.834;13.242;14.13;15.184;15.627;16.107;18.329;19.4210000000001;21.758;22.98;24.137;24.557;25.074;26.492;27.008;27.706;30.182;39.817;49.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,2,Audiovisual,PI,8;16;32,16,3.55799999999999;4.67899999999997;4.84299999999996;5.62;6.947;7.58799999999997;9.21199999999999;9.83100000000002;10.417;11.509;12.484;13.2569999999999;14.008;14.559;15.556;16.204;17.457;18.217;19.027;19.77;20.852;21.788;52.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,3,Audiovisual,PI,8;16;32,16,5.88999999999999;7.83199999999999;8.91600000000005;10.288;10.585;10.9110000000001;12.241;13.028;13.269;13.7230000000001;15.155;15.9730000000001;17.785;18.676;47.924;57.802;64.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,4,Audiovisual,PI,8;16;32,16,4.62900000000013;5.88900000000012;6.9190000000001;8.077;9.70700000000011;9.78200000000015;11.0540000000001;12.5130000000001;13.653;13.9750000000001;14.5800000000002;15.287;15.5030000000002;16.173;17.855;18.789;19.5140000000001;62.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,5,Audiovisual,PI,8;16;32,16,6.90499999999997;8.55300000000011;9.38400000000002;10.501;11.0450000000001;11.6770000000001;12.1900000000001;14.001;14.4090000000001;15.019;15.3230000000001;16.1090000000002;17.741;18.3300000000002;18.5990000000002;19.3200000000002;19.837;34.9660000000001;57.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,6,Audiovisual,PI,8;16;32,16,3.14900000000011;3.94900000000007;5.02200000000016;6.06200000000013;7.62300000000005;8.9190000000001;11.4050000000002;11.6740000000002;12.0400000000002;13.075;14.5;15.548;15.9960000000001;16.3290000000002;16.9070000000002;17.9340000000002;38.8280000000002;38.9760000000001;39.2320000000002;53.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,7,Audiovisual,PI,8;16;32,16,10.663;11.183;12.5799999999999;13.8449999999998;14.665;15.9959999999996;17.5969999999998;18.6469999999999;19.4379999999996;19.748;20.4849999999997;21.1709999999998;21.4789999999998;22.7419999999997;23.7039999999997;47.8730000000001;49.77;50.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,8,Audiovisual,PI,8;16;32,16,9.29700000000003;10.1930000000002;10.7939999999999;11.2739999999999;11.5740000000001;12.067;12.8090000000002;13.2380000000003;13.6179999999999;14.4900000000002;15.0450000000001;15.7310000000002;15.9369999999999;17.0920000000001;19.4540000000002;60.2739999999999;60.5250000000001;61.3720000000003;61.8490000000002;64.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,9,Audiovisual,PI,8;16;32,16,17.7249999999999;18.7529999999997;19.6619999999998;21.0229999999997;22.0969999999998;22.6009999999997;23.0499999999997;23.8779999999997;24.1709999999998;24.4379999999996;25.9189999999999;27.1349999999998;28.906;29.4719999999998;30.1889999999999;31.73;33.7750000000001;63.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,10,Audiovisual,PI,8;16;32,16,2.72299999999996;4.57299999999941;6.65899999999965;7.27499999999964;7.72999999999956;8.89499999999953;9.625;10.9949999999999;12.2509999999993;12.6019999999999;13.0509999999995;13.9690000000001;14.7019999999993;14.9359999999997;15.6439999999993;16.7299999999996;17.7559999999994;19.6279999999997;20.6749999999993;21.2579999999998;22.0079999999998;23.9549999999999;51.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,11,Audiovisual,PI,8;16;32,16,11.3959999999997;12.848;13.7129999999997;13.96;14.5429999999997;15.4249999999993;16.0799999999999;16.4789999999994;17.6719999999996;18.6289999999999;19.875;20.4339999999993;20.991;21.4049999999997;21.9529999999995;23.0529999999999;24.9479999999994;57.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15003,1,1,12,Audiovisual,PI,8;16;32,16,7.32900000000063;8.70700000000034;9.50500000000011;10.6900000000005;11.6680000000006;12.3450000000003;12.8460000000005;13.9050000000007;14.3770000000004;15.0590000000002;16.1310000000003;17.0650000000005;17.8160000000007;17.9490000000005;42.8500000000004;43.0290000000005;45.1480000000001;47.7220000000007;58.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,1,Audiovisual,PI,8;16;32,8,2.68299999999999;3.8359999999999;6.73399999999992;8.05399999999997;9.803;10.7819999999999;40.65;41.9019999999999;43.247;48.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,2,Audiovisual,PI,8;16;32,8,5.9559999999999;7.55699999999979;8.28099999999995;8.79599999999982;9.3119999999999;9.98399999999992;10.8069999999998;11.454;12.1909999999998;14.5069999999998;22.7439999999999;23.8579999999999;49.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,3,Audiovisual,PI,8;16;32,8,4.7529999999997;5.15499999999975;5.83399999999983;5.89999999999964;6.59999999999991;7.39999999999964;9.08899999999994;9.43299999999999;10.2719999999999;12.2149999999997;13.9479999999999;15.8759999999997;55.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,4,Audiovisual,PI,8;16;32,8,5.72899999999981;8.11400000000003;8.82600000000002;9.88599999999997;11.2860000000001;13.25;13.556;13.8110000000002;14.6929999999998;14.835;15.9589999999998;52.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,5,Audiovisual,PI,8;16;32,8,12.0910000000004;13.4270000000001;14.2900000000004;14.7140000000004;16.0140000000001;16.7900000000004;17.8250000000003;63.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,6,Audiovisual,PI,8;16;32,8,8.63000000000011;10.2150000000001;13.2550000000001;57.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,7,Audiovisual,PI,8;16;32,8,15.3800000000001;16.857;17.9660000000004;18.3370000000004;18.4580000000005;19.7420000000002;20.4130000000005;20.6790000000001;20.7830000000004;21.3760000000002;21.9470000000001;23.4320000000007;23.5940000000001;61.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,8,Audiovisual,PI,8;16;32,8,5.4350000000004;6.47299999999996;7.78399999999965;9.3720000000003;11.473;59.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,9,Audiovisual,PI,8;16;32,8,6.89299999999912;8.18499999999949;9.59299999999985;10.4489999999996;11.4789999999994;12.2979999999998;48.0009999999993,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,10,Audiovisual,PI,8;16;32,8,26.7359999999999;28.6819999999998;64.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,1,Audiovisual,PI,8;16;32,16,11.995;12.804;13.664;14.415;14.806;15.088;15.464;17.502;18.317;49.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,2,Audiovisual,PI,8;16;32,16,4.15700000000004;5.86700000000002;7.44800000000004;7.63499999999999;9.56400000000002;14.493;15.446;15.506;16.613;48.122;52.313;62.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,3,Audiovisual,PI,8;16;32,16,11.48;14.222;15.79;19.924;20.203;21.201;23.563;26.579;28.764;33.508;39.97;61.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,4,Audiovisual,PI,8;16;32,16,8.86599999999999;10.248;11.789;13.066;13.664;14.4250000000002;15.356;16.2820000000002;18.7180000000001;21.893;23.6180000000002;52.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,5,Audiovisual,PI,8;16;32,16,14.1310000000001;15.605;17.4070000000002;19.202;20.2070000000001;21.019;21.8190000000002;22.5240000000001;24.777;55.001,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,6,Audiovisual,PI,8;16;32,16,8.77199999999994;9.09500000000026;10.4760000000001;11.4320000000002;12.0700000000002;13.473;15.0010000000002;16.172;17.0799999999999;17.9900000000002;19.2020000000002;21.7080000000001;46.5999999999999;49.5390000000002;62.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,7,Audiovisual,PI,8;16;32,16,5.60600000000022;7.38099999999986;9.14899999999989;12.2260000000001;13.4879999999998;14.0940000000001;16.172;17.8160000000003;18.5650000000001;21.4250000000002;43.0039999999999;59.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,8,Audiovisual,PI,8;16;32,16,42.4459999999999;43.587;45.6779999999999;46.8330000000001;48.4639999999999;53.9569999999999;58.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,9,Audiovisual,PI,8;16;32,16,12.3240000000001;13.7260000000001;15.0440000000003;15.4320000000002;16.9459999999999;21.2200000000003;23.451;23.5190000000002;26.9870000000001;50.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,10,Audiovisual,PI,8;16;32,16,15.587;16.7849999999999;17.962;19.098;19.8440000000001;20.3159999999998;21.471;22.8469999999998;49.0009999999998,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rat,15004,1,1,11,Audiovisual,PI,8;16;32,16,26.0900000000001;27.6949999999997;29.0549999999994;31.3580000000002;33.2339999999995;34.46;36.0069999999996;38.5500000000002;40.1619999999994;61.0010000000002,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
