Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response
Human,17,1,3,23,Visual,TR,2.12;4.24,4.24,4.891193867
Human,17,1,3,24,Visual,TR,2.12;4.24,4.24,4.071120024
Human,17,1,3,25,Visual,TR,2.12;4.24,2.12,1.014053106
Human,17,1,4,1,Visual,TR,2.12;4.24,4.24,3.171187878
Human,17,1,4,2,Visual,TR,2.12;4.24,4.24,4.064056873
Human,17,1,4,3,Visual,TR,2.12;4.24,4.24,2.995615005
Human,17,1,4,4,Visual,TR,2.12;4.24,2.12,2.016642094
Human,17,1,4,5,Visual,TR,2.12;4.24,4.24,3.568500996
Human,17,1,4,6,Visual,TR,2.12;4.24,4.24,3.563026905
Human,17,1,4,7,Visual,TR,2.12;4.24,2.12,0.901046038
Human,17,1,4,8,Visual,TR,2.12;4.24,2.12,0.226504803
Human,17,1,4,9,Visual,TR,2.12;4.24,2.12,1.165669918
Human,17,1,4,10,Visual,TR,2.12;4.24,2.12,1.658268929
Human,17,1,4,11,Visual,TR,2.12;4.24,4.24,2.665436029
Human,17,1,4,12,Visual,TR,2.12;4.24,4.24,4.005732059
Human,17,1,4,13,Visual,TR,2.12;4.24,2.12,0.951736212
Human,17,1,4,14,Visual,TR,2.12;4.24,2.12,0.762175083
Human,17,1,4,15,Visual,TR,2.12;4.24,4.24,3.161499023
Human,17,1,4,16,Visual,TR,2.12;4.24,4.24,0.575809956
Human,17,1,4,17,Visual,TR,2.12;4.24,2.12,0.031924009
Human,17,1,4,18,Visual,TR,2.12;4.24,2.12,1.373125792
Human,17,1,4,19,Visual,TR,2.12;4.24,4.24,2.850785971
Human,17,1,4,20,Visual,TR,2.12;4.24,4.24,3.458464861
Human,17,1,4,21,Visual,TR,2.12;4.24,4.24,3.415097952
Human,17,1,4,22,Visual,TR,2.12;4.24,2.12,0.660761118
Human,17,1,4,23,Visual,TR,2.12;4.24,4.24,2.669186115
Human,17,1,4,24,Visual,TR,2.12;4.24,4.24,3.429024935
Human,17,1,4,25,Visual,TR,2.12;4.24,4.24,3.886809111
Human,18,1,1,1,Visual,TR,2.12;4.24,4.24,0.144378185
Human,18,1,1,2,Visual,TR,2.12;4.24,4.24,3.030152082
Human,18,1,1,3,Visual,TR,2.12;4.24,4.24,4.397334099
Human,18,1,1,4,Visual,TR,2.12;4.24,4.24,3.200812817
Human,18,1,1,5,Visual,TR,2.12;4.24,4.24,3.382836103
Human,18,1,1,6,Visual,TR,2.12;4.24,2.12,2.595082045
Human,18,1,1,7,Visual,TR,2.12;4.24,4.24,4.169277191
Human,18,1,1,8,Visual,TR,2.12;4.24,2.12,2.516093969
Human,18,1,1,9,Visual,TR,2.12;4.24,2.12,2.451797962
Human,18,1,1,10,Visual,TR,2.12;4.24,4.24,5.075739861
Human,18,1,1,11,Visual,TR,2.12;4.24,2.12,2.585846901
Human,18,1,1,12,Visual,TR,2.12;4.24,4.24,4.680346012
Human,18,1,1,13,Visual,TR,2.12;4.24,2.12,2.455780029
Human,18,1,1,14,Visual,TR,2.12;4.24,4.24,4.560772181
Human,18,1,1,15,Visual,TR,2.12;4.24,2.12,2.242861032
Human,18,1,1,16,Visual,TR,2.12;4.24,4.24,4.834150076
Human,18,1,1,17,Visual,TR,2.12;4.24,4.24,4.737745047
Human,18,1,1,18,Visual,TR,2.12;4.24,4.24,4.907354116
Human,18,1,1,19,Visual,TR,2.12;4.24,4.24,4.895070076
Human,18,1,1,20,Visual,TR,2.12;4.24,2.12,2.198554039
Human,18,1,1,21,Visual,TR,2.12;4.24,2.12,2.805577993
Human,18,1,1,22,Visual,TR,2.12;4.24,2.12,2.172665834
Human,18,1,1,23,Visual,TR,2.12;4.24,2.12,2.746834993
Human,18,1,1,24,Visual,TR,2.12;4.24,4.24,4.571850061
Human,18,1,1,25,Visual,TR,2.12;4.24,2.12,2.962873936
Human,18,1,2,1,Visual,TR,2.12;4.24,4.24,3.97085619
Human,18,1,2,2,Visual,TR,2.12;4.24,2.12,2.503405809
Human,18,1,2,3,Visual,TR,2.12;4.24,2.12,2.422645092
Human,18,1,2,4,Visual,TR,2.12;4.24,4.24,5.044090033
Human,18,1,2,5,Visual,TR,2.12;4.24,2.12,2.561306
Human,18,1,2,6,Visual,TR,2.12;4.24,2.12,2.444452047
Human,18,1,2,7,Visual,TR,2.12;4.24,4.24,4.689017057
Human,18,1,2,8,Visual,TR,2.12;4.24,4.24,5.22655201
Human,18,1,2,9,Visual,TR,2.12;4.24,4.24,4.602576971
Human,18,1,2,10,Visual,TR,2.12;4.24,4.24,4.278985977
Human,18,1,2,11,Visual,TR,2.12;4.24,4.24,4.319020987
Human,18,1,2,12,Visual,TR,2.12;4.24,4.24,5.321455956
Human,18,1,2,13,Visual,TR,2.12;4.24,4.24,4.792630911
Human,18,1,2,14,Visual,TR,2.12;4.24,4.24,5.506203175
Human,18,1,2,15,Visual,TR,2.12;4.24,4.24,4.739657164
Human,18,1,2,16,Visual,TR,2.12;4.24,4.24,4.584761858
Human,18,1,2,17,Visual,TR,2.12;4.24,4.24,5.258898973
Human,18,1,2,18,Visual,TR,2.12;4.24,4.24,4.783358097
Human,18,1,2,19,Visual,TR,2.12;4.24,2.12,2.488249063
Human,18,1,2,20,Visual,TR,2.12;4.24,2.12,1.40545702
Human,18,1,2,21,Visual,TR,2.12;4.24,2.12,2.51812315
Human,18,1,2,22,Visual,TR,2.12;4.24,2.12,2.489797831
Human,18,1,2,23,Visual,TR,2.12;4.24,2.12,2.702869892
Human,18,1,2,24,Visual,TR,2.12;4.24,2.12,2.377871037
Human,18,1,2,25,Visual,TR,2.12;4.24,4.24,4.605484962
Human,18,1,3,1,Visual,TR,2.12;4.24,2.12,2.130071878
Human,18,1,3,2,Visual,TR,2.12;4.24,2.12,2.489470005
Human,18,1,3,3,Visual,TR,2.12;4.24,4.24,4.781541109
Human,18,1,3,4,Visual,TR,2.12;4.24,4.24,4.602719069
Human,18,1,3,5,Visual,TR,2.12;4.24,2.12,2.494248867
Human,18,1,3,6,Visual,TR,2.12;4.24,4.24,4.540649891
Human,18,1,3,7,Visual,TR,2.12;4.24,4.24,4.970712185
Human,18,1,3,8,Visual,TR,2.12;4.24,4.24,5.144013882
Human,18,1,3,9,Visual,TR,2.12;4.24,2.12,2.382340908
Human,18,1,3,10,Visual,TR,2.12;4.24,4.24,4.746434927
Human,18,1,3,11,Visual,TR,2.12;4.24,2.12,2.34828186
Human,18,1,3,12,Visual,TR,2.12;4.24,2.12,2.380892992
Human,18,1,3,13,Visual,TR,2.12;4.24,4.24,4.132744789
Human,18,1,3,14,Visual,TR,2.12;4.24,4.24,4.690930843
Human,18,1,3,15,Visual,TR,2.12;4.24,4.24,4.866774082
Human,18,1,3,16,Visual,TR,2.12;4.24,2.12,2.101152182
Human,18,1,3,17,Visual,TR,2.12;4.24,4.24,2.988882065
Human,18,1,3,18,Visual,TR,2.12;4.24,2.12,1.404120922
Human,18,1,3,19,Visual,TR,2.12;4.24,4.24,3.044071198
Human,18,1,3,20,Visual,TR,2.12;4.24,4.24,4.22013998
Human,18,1,3,21,Visual,TR,2.12;4.24,2.12,2.166396856
Human,18,1,3,22,Visual,TR,2.12;4.24,2.12,2.410573006
Human,18,1,3,23,Visual,TR,2.12;4.24,2.12,2.314074993
Human,18,1,3,24,Visual,TR,2.12;4.24,2.12,2.126765013
Human,18,1,3,25,Visual,TR,2.12;4.24,2.12,2.37301898
Human,18,1,4,1,Visual,TR,2.12;4.24,4.24,3.105870962
Human,18,1,4,2,Visual,TR,2.12;4.24,2.12,2.270161867
Human,18,1,4,3,Visual,TR,2.12;4.24,2.12,2.448919058
Human,18,1,4,4,Visual,TR,2.12;4.24,4.24,4.866421938
Human,18,1,4,5,Visual,TR,2.12;4.24,2.12,2.581174135
Human,18,1,4,6,Visual,TR,2.12;4.24,2.12,2.242750883
Human,18,1,4,7,Visual,TR,2.12;4.24,2.12,2.316172838
Human,18,1,4,8,Visual,TR,2.12;4.24,4.24,4.608458042
Human,18,1,4,9,Visual,TR,2.12;4.24,4.24,4.359773874
Human,18,1,4,10,Visual,TR,2.12;4.24,2.12,2.738910913
Human,18,1,4,11,Visual,TR,2.12;4.24,2.12,2.815052032
Human,18,1,4,12,Visual,TR,2.12;4.24,4.24,4.393697977
Human,18,1,4,13,Visual,TR,2.12;4.24,2.12,2.483546972
Human,18,1,4,14,Visual,TR,2.12;4.24,2.12,2.524966002
Human,18,1,4,15,Visual,TR,2.12;4.24,2.12,2.386253834
Human,18,1,4,16,Visual,TR,2.12;4.24,4.24,4.460030079
Human,18,1,4,17,Visual,TR,2.12;4.24,4.24,4.31742692
Human,18,1,4,18,Visual,TR,2.12;4.24,2.12,2.765727997
Human,18,1,4,19,Visual,TR,2.12;4.24,4.24,4.128859997
Human,18,1,4,20,Visual,TR,2.12;4.24,2.12,2.454662085
Human,18,1,4,21,Visual,TR,2.12;4.24,2.12,2.232461929
Human,18,1,4,22,Visual,TR,2.12;4.24,4.24,4.616575956
Human,18,1,4,23,Visual,TR,2.12;4.24,2.12,2.604731083
Human,18,1,4,24,Visual,TR,2.12;4.24,2.12,2.201148033
Human,18,1,4,25,Visual,TR,2.12;4.24,2.12,2.135596037
Human,19,1,1,1,Visual,TR,2.12;4.24,4.24,4.945071936
Human,19,1,1,2,Visual,TR,2.12;4.24,4.24,4.224447966
Human,19,1,1,3,Visual,TR,2.12;4.24,2.12,2.13819313
Human,19,1,1,4,Visual,TR,2.12;4.24,2.12,1.626996994
Human,19,1,1,5,Visual,TR,2.12;4.24,2.12,0.94401598
Human,19,1,1,6,Visual,TR,2.12;4.24,2.12,0.917747021
Human,19,1,1,7,Visual,TR,2.12;4.24,2.12,1.193588018
Human,19,1,1,8,Visual,TR,2.12;4.24,2.12,1.582975149
Human,19,1,1,9,Visual,TR,2.12;4.24,4.24,3.374438047
Human,19,1,1,10,Visual,TR,2.12;4.24,2.12,1.70333004
Human,19,1,1,11,Visual,TR,2.12;4.24,4.24,4.492197037
Human,19,1,1,12,Visual,TR,2.12;4.24,2.12,2.910475969
Human,19,1,1,13,Visual,TR,2.12;4.24,4.24,4.89408803
Human,19,1,1,14,Visual,TR,2.12;4.24,4.24,4.352152824
Human,19,1,1,15,Visual,TR,2.12;4.24,4.24,3.534265995
Human,19,1,1,16,Visual,TR,2.12;4.24,2.12,2.351315022
Human,19,1,1,17,Visual,TR,2.12;4.24,4.24,4.215125084
Human,19,1,1,18,Visual,TR,2.12;4.24,2.12,1.726383924
Human,19,1,1,19,Visual,TR,2.12;4.24,4.24,4.496437073
Human,19,1,1,20,Visual,TR,2.12;4.24,2.12,1.548071861
Human,19,1,1,21,Visual,TR,2.12;4.24,4.24,4.058156967
Human,19,1,1,22,Visual,TR,2.12;4.24,2.12,1.521593094
Human,19,1,1,23,Visual,TR,2.12;4.24,4.24,4.817355156
Human,19,1,1,24,Visual,TR,2.12;4.24,2.12,2.385519981
Human,19,1,1,25,Visual,TR,2.12;4.24,2.12,1.865167141
Human,19,1,2,1,Visual,TR,2.12;4.24,4.24,2.448813915
Human,19,1,2,2,Visual,TR,2.12;4.24,2.12,2.054593086
Human,19,1,2,3,Visual,TR,2.12;4.24,2.12,2.516083956
Human,19,1,2,4,Visual,TR,2.12;4.24,2.12,2.236470938
Human,19,1,2,5,Visual,TR,2.12;4.24,4.24,4.639374018
Human,19,1,2,6,Visual,TR,2.12;4.24,4.24,5.068511963
Human,19,1,2,7,Visual,TR,2.12;4.24,4.24,4.899441957
Human,19,1,2,8,Visual,TR,2.12;4.24,4.24,2.942451954
Human,19,1,2,9,Visual,TR,2.12;4.24,2.12,2.414178133
Human,19,1,2,10,Visual,TR,2.12;4.24,2.12,2.203378916
Human,19,1,2,11,Visual,TR,2.12;4.24,4.24,4.138958931
Human,19,1,2,12,Visual,TR,2.12;4.24,2.12,2.419934988
Human,19,1,2,13,Visual,TR,2.12;4.24,4.24,3.821859121
Human,19,1,2,14,Visual,TR,2.12;4.24,4.24,3.925554991
Human,19,1,2,15,Visual,TR,2.12;4.24,2.12,4.650452852
Human,19,1,2,16,Visual,TR,2.12;4.24,2.12,1.412581921
Human,19,1,2,17,Visual,TR,2.12;4.24,2.12,2.10087204
Human,19,1,2,18,Visual,TR,2.12;4.24,2.12,2.237181902
Human,19,1,2,19,Visual,TR,2.12;4.24,4.24,4.656028986
Human,19,1,2,20,Visual,TR,2.12;4.24,4.24,4.296364069
Human,19,1,2,21,Visual,TR,2.12;4.24,2.12,2.163795948
Human,19,1,2,22,Visual,TR,2.12;4.24,4.24,4.31617403
Human,19,1,2,23,Visual,TR,2.12;4.24,2.12,1.844167948
Human,19,1,2,24,Visual,TR,2.12;4.24,2.12,2.98772788
Human,19,1,2,25,Visual,TR,2.12;4.24,2.12,2.12993288
Human,19,1,3,1,Visual,TR,2.12;4.24,2.12,1.514130116
Human,19,1,3,2,Visual,TR,2.12;4.24,4.24,4.379677057
Human,19,1,3,3,Visual,TR,2.12;4.24,4.24,3.705132961
Human,19,1,3,4,Visual,TR,2.12;4.24,2.12,2.053668976
Human,19,1,3,5,Visual,TR,2.12;4.24,2.12,2.019429922
Human,19,1,3,6,Visual,TR,2.12;4.24,4.24,4.454227924
Human,19,1,3,7,Visual,TR,2.12;4.24,4.24,4.985790014
Human,19,1,3,8,Visual,TR,2.12;4.24,4.24,4.53153491
Human,19,1,3,9,Visual,TR,2.12;4.24,2.12,1.840330124
Human,19,1,3,10,Visual,TR,2.12;4.24,4.24,4.321079016
Human,19,1,3,11,Visual,TR,2.12;4.24,4.24,6.004881144
Human,19,1,3,12,Visual,TR,2.12;4.24,2.12,4.901629925
Human,19,1,3,13,Visual,TR,2.12;4.24,4.24,3.607717991
Human,19,1,3,14,Visual,TR,2.12;4.24,4.24,3.454233885
Human,19,1,3,15,Visual,TR,2.12;4.24,4.24,0.149122
Human,19,1,3,16,Visual,TR,2.12;4.24,2.12,2.017906904
Human,19,1,3,17,Visual,TR,2.12;4.24,4.24,3.397011042
Human,19,1,3,18,Visual,TR,2.12;4.24,4.24,3.828534126
Human,19,1,3,19,Visual,TR,2.12;4.24,4.24,4.078083038
Human,19,1,3,20,Visual,TR,2.12;4.24,2.12,2.848991156
Human,19,1,3,21,Visual,TR,2.12;4.24,4.24,4.740144968
Human,19,1,3,22,Visual,TR,2.12;4.24,4.24,4.679833889
Human,19,1,3,23,Visual,TR,2.12;4.24,4.24,3.850390196
Human,19,1,3,24,Visual,TR,2.12;4.24,2.12,2.303070068
Human,19,1,3,25,Visual,TR,2.12;4.24,4.24,3.77756381
Human,19,1,4,1,Visual,TR,2.12;4.24,2.12,1.368584156
Human,19,1,4,2,Visual,TR,2.12;4.24,4.24,3.768265009
Human,19,1,4,3,Visual,TR,2.12;4.24,4.24,3.605259895
Human,19,1,4,4,Visual,TR,2.12;4.24,4.24,4.061285973
Human,19,1,4,5,Visual,TR,2.12;4.24,4.24,4.534735918
Human,19,1,4,6,Visual,TR,2.12;4.24,2.12,1.73110795
Human,19,1,4,7,Visual,TR,2.12;4.24,2.12,1.768494844
Human,19,1,4,8,Visual,TR,2.12;4.24,4.24,4.278015137
Human,19,1,4,9,Visual,TR,2.12;4.24,2.12,2.596204042
Human,19,1,4,10,Visual,TR,2.12;4.24,2.12,2.450318098
Human,19,1,4,11,Visual,TR,2.12;4.24,2.12,2.34752202
Human,19,1,4,12,Visual,TR,2.12;4.24,2.12,2.347242117
Human,19,1,4,13,Visual,TR,2.12;4.24,4.24,3.849967957
Human,19,1,4,14,Visual,TR,2.12;4.24,2.12,2.31032896
Human,19,1,4,15,Visual,TR,2.12;4.24,2.12,2.198913097
Human,19,1,4,16,Visual,TR,2.12;4.24,4.24,2.414959908
Human,19,1,4,17,Visual,TR,2.12;4.24,4.24,3.858067989
Human,19,1,4,18,Visual,TR,2.12;4.24,2.12,1.797072172
Human,19,1,4,19,Visual,TR,2.12;4.24,4.24,4.112236977
Human,19,1,4,20,Visual,TR,2.12;4.24,2.12,2.310522079
Human,19,1,4,21,Visual,TR,2.12;4.24,4.24,4.057345152
Human,19,1,4,22,Visual,TR,2.12;4.24,2.12,1.83355689
Human,19,1,4,23,Visual,TR,2.12;4.24,4.24,4.46488905
Human,19,1,4,24,Visual,TR,2.12;4.24,2.12,1.943569183
Human,19,1,4,25,Visual,TR,2.12;4.24,2.12,2.381326914
Human,20,1,1,1,Visual,TR,2.12;4.24,2.12,1.740632057
Human,20,1,1,2,Visual,TR,2.12;4.24,2.12,2.132713795
Human,20,1,1,3,Visual,TR,2.12;4.24,2.12,2.242622137
Human,20,1,1,4,Visual,TR,2.12;4.24,4.24,3.958914042
Human,20,1,1,5,Visual,TR,2.12;4.24,4.24,3.667250156
Human,20,1,1,6,Visual,TR,2.12;4.24,4.24,3.816154957
Human,20,1,1,7,Visual,TR,2.12;4.24,4.24,4.384567976
Human,20,1,1,8,Visual,TR,2.12;4.24,4.24,4.059396029
Human,20,1,1,9,Visual,TR,2.12;4.24,4.24,3.495601892
Human,20,1,1,10,Visual,TR,2.12;4.24,2.12,1.525064945
Human,20,1,1,11,Visual,TR,2.12;4.24,2.12,1.666035891
Human,20,1,1,12,Visual,TR,2.12;4.24,4.24,3.957986832
Human,20,1,1,13,Visual,TR,2.12;4.24,2.12,2.066384077
Human,20,1,1,14,Visual,TR,2.12;4.24,2.12,2.136152983
Human,20,1,1,15,Visual,TR,2.12;4.24,2.12,2.129889011
Human,20,1,1,16,Visual,TR,2.12;4.24,4.24,3.557556152
Human,20,1,1,17,Visual,TR,2.12;4.24,2.12,2.058031797
Human,20,1,1,18,Visual,TR,2.12;4.24,4.24,3.352427006
Human,20,1,1,19,Visual,TR,2.12;4.24,2.12,1.839860916
Human,20,1,1,20,Visual,TR,2.12;4.24,2.12,2.059550047
Human,20,1,1,21,Visual,TR,2.12;4.24,4.24,3.535812855
Human,20,1,1,22,Visual,TR,2.12;4.24,2.12,1.557871819
Human,20,1,1,23,Visual,TR,2.12;4.24,4.24,3.332224131
Human,20,1,1,24,Visual,TR,2.12;4.24,2.12,1.623950958
Human,20,1,1,25,Visual,TR,2.12;4.24,4.24,2.702195883
Human,20,1,2,1,Visual,TR,2.12;4.24,4.24,3.286688805
Human,20,1,2,2,Visual,TR,2.12;4.24,4.24,3.717914104
Human,20,1,2,3,Visual,TR,2.12;4.24,4.24,3.668302059
Human,20,1,2,4,Visual,TR,2.12;4.24,2.12,1.803627014
Human,20,1,2,5,Visual,TR,2.12;4.24,4.24,3.420091867
Human,20,1,2,6,Visual,TR,2.12;4.24,2.12,1.729915857
Human,20,1,2,7,Visual,TR,2.12;4.24,2.12,1.558140993
Human,20,1,2,8,Visual,TR,2.12;4.24,2.12,2.052957058
Human,20,1,2,9,Visual,TR,2.12;4.24,2.12,2.084688902
Human,20,1,2,10,Visual,TR,2.12;4.24,4.24,3.783222914
Human,20,1,2,11,Visual,TR,2.12;4.24,4.24,3.782377958
Human,20,1,2,12,Visual,TR,2.12;4.24,4.24,3.889492035
Human,20,1,2,13,Visual,TR,2.12;4.24,4.24,3.636900902
Human,20,1,2,14,Visual,TR,2.12;4.24,4.24,3.93619895
Human,20,1,2,15,Visual,TR,2.12;4.24,4.24,3.853404999
Human,20,1,2,16,Visual,TR,2.12;4.24,2.12,2.19741106
Human,20,1,2,17,Visual,TR,2.12;4.24,2.12,2.263049126
Human,20,1,2,18,Visual,TR,2.12;4.24,2.12,1.365072012
Human,20,1,2,19,Visual,TR,2.12;4.24,4.24,3.742915869
Human,20,1,2,20,Visual,TR,2.12;4.24,4.24,4.145887136
Human,20,1,2,21,Visual,TR,2.12;4.24,2.12,2.13037014
Human,20,1,2,22,Visual,TR,2.12;4.24,4.24,2.593429089
Human,20,1,2,23,Visual,TR,2.12;4.24,4.24,3.963133097
Human,20,1,2,24,Visual,TR,2.12;4.24,4.24,3.532836914
Human,20,1,2,25,Visual,TR,2.12;4.24,4.24,3.463381052
Human,20,1,3,1,Visual,TR,2.12;4.24,4.24,3.565340996
Human,20,1,3,2,Visual,TR,2.12;4.24,2.12,1.514371157
Human,20,1,3,3,Visual,TR,2.12;4.24,4.24,3.886143208
Human,20,1,3,4,Visual,TR,2.12;4.24,2.12,1.945454836
Human,20,1,3,5,Visual,TR,2.12;4.24,2.12,2.261931896
Human,20,1,3,6,Visual,TR,2.12;4.24,4.24,3.880070925
Human,20,1,3,7,Visual,TR,2.12;4.24,4.24,3.852817059
Human,20,1,3,8,Visual,TR,2.12;4.24,4.24,3.744880915
Human,20,1,3,9,Visual,TR,2.12;4.24,2.12,2.134532928
Human,20,1,3,10,Visual,TR,2.12;4.24,2.12,2.059818029
Human,20,1,3,11,Visual,TR,2.12;4.24,2.12,2.168702841
Human,20,1,3,12,Visual,TR,2.12;4.24,2.12,2.049192905
Human,20,1,3,13,Visual,TR,2.12;4.24,4.24,3.092985868
Human,20,1,3,14,Visual,TR,2.12;4.24,4.24,3.378026962
Human,20,1,3,15,Visual,TR,2.12;4.24,2.12,2.161295891
Human,20,1,3,16,Visual,TR,2.12;4.24,4.24,3.52849102
Human,20,1,3,17,Visual,TR,2.12;4.24,2.12,2.199311972
Human,20,1,3,18,Visual,TR,2.12;4.24,2.12,2.016064167
Human,20,1,3,19,Visual,TR,2.12;4.24,2.12,2.349802971
Human,20,1,3,20,Visual,TR,2.12;4.24,4.24,3.995625019
Human,20,1,3,21,Visual,TR,2.12;4.24,4.24,3.209298849
Human,20,1,3,22,Visual,TR,2.12;4.24,2.12,2.052567005
Human,20,1,3,23,Visual,TR,2.12;4.24,4.24,3.630799055
Human,20,1,3,24,Visual,TR,2.12;4.24,2.12,2.155016899
Human,20,1,3,25,Visual,TR,2.12;4.24,2.12,2.04993701
Human,20,1,4,1,Visual,TR,2.12;4.24,4.24,3.774980068
Human,20,1,4,2,Visual,TR,2.12;4.24,2.12,1.935390949
Human,20,1,4,3,Visual,TR,2.12;4.24,2.12,1.904947996
Human,20,1,4,4,Visual,TR,2.12;4.24,4.24,3.578006983
Human,20,1,4,5,Visual,TR,2.12;4.24,4.24,3.387614012
Human,20,1,4,6,Visual,TR,2.12;4.24,4.24,3.128473997
Human,20,1,4,7,Visual,TR,2.12;4.24,2.12,2.12806201
Human,20,1,4,8,Visual,TR,2.12;4.24,2.12,1.737730026
Human,20,1,4,9,Visual,TR,2.12;4.24,4.24,3.309917927
Human,20,1,4,10,Visual,TR,2.12;4.24,2.12,1.735714912
Human,20,1,4,11,Visual,TR,2.12;4.24,4.24,3.604032993
Human,20,1,4,12,Visual,TR,2.12;4.24,4.24,3.343897104
Human,20,1,4,13,Visual,TR,2.12;4.24,4.24,3.534132957
Human,20,1,4,14,Visual,TR,2.12;4.24,4.24,3.243427038
Human,20,1,4,15,Visual,TR,2.12;4.24,2.12,2.133312941
Human,20,1,4,16,Visual,TR,2.12;4.24,4.24,3.599547148
Human,20,1,4,17,Visual,TR,2.12;4.24,2.12,2.015295982
Human,20,1,4,18,Visual,TR,2.12;4.24,2.12,1.879942894
Human,20,1,4,19,Visual,TR,2.12;4.24,2.12,1.379346132
Human,20,1,4,20,Visual,TR,2.12;4.24,2.12,2.092803955
Human,20,1,4,21,Visual,TR,2.12;4.24,2.12,2.09168005
Human,20,1,4,22,Visual,TR,2.12;4.24,2.12,2.131354094
Human,20,1,4,23,Visual,TR,2.12;4.24,4.24,3.534173012
Human,20,1,4,24,Visual,TR,2.12;4.24,2.12,1.793536901
Human,20,1,4,25,Visual,TR,2.12;4.24,2.12,1.924234867
Human,21,1,1,1,Visual,TR,2.12;4.24,4.24,4.935662031
Human,21,1,1,2,Visual,TR,2.12;4.24,4.24,2.535084963
Human,21,1,1,3,Visual,TR,2.12;4.24,2.12,2.135752201
Human,21,1,1,4,Visual,TR,2.12;4.24,2.12,2.167434931
Human,21,1,1,5,Visual,TR,2.12;4.24,2.12,1.408308983
Human,21,1,1,6,Visual,TR,2.12;4.24,4.24,3.668355942
Human,21,1,1,7,Visual,TR,2.12;4.24,2.12,2.382279873
Human,21,1,1,8,Visual,TR,2.12;4.24,2.12,1.805032969
Human,21,1,1,9,Visual,TR,2.12;4.24,4.24,4.239717007
Human,21,1,1,10,Visual,TR,2.12;4.24,4.24,2.420908928
Human,21,1,1,11,Visual,TR,2.12;4.24,2.12,0.001439095
Human,21,1,1,12,Visual,TR,2.12;4.24,2.12,0.181699991
Human,21,1,1,13,Visual,TR,2.12;4.24,2.12,1.472201109
Human,21,1,1,14,Visual,TR,2.12;4.24,2.12,2.130373955
Human,21,1,1,15,Visual,TR,2.12;4.24,2.12,2.488331079
Human,21,1,1,16,Visual,TR,2.12;4.24,4.24,3.022661209
Human,21,1,1,17,Visual,TR,2.12;4.24,4.24,2.976216078
Human,21,1,1,18,Visual,TR,2.12;4.24,4.24,4.82183218
Human,21,1,1,19,Visual,TR,2.12;4.24,4.24,3.53332305
Human,21,1,1,20,Visual,TR,2.12;4.24,4.24,3.712078094
Human,21,1,1,21,Visual,TR,2.12;4.24,4.24,4.831861973
Human,21,1,1,22,Visual,TR,2.12;4.24,4.24,3.280872107
Human,21,1,1,23,Visual,TR,2.12;4.24,4.24,3.131171942
Human,21,1,1,24,Visual,TR,2.12;4.24,2.12,1.264790058
Human,21,1,1,25,Visual,TR,2.12;4.24,4.24,3.931010962
Human,21,1,2,1,Visual,TR,2.12;4.24,2.12,1.98800993
Human,21,1,2,2,Visual,TR,2.12;4.24,4.24,3.855922937
Human,21,1,2,3,Visual,TR,2.12;4.24,4.24,4.489675045
Human,21,1,2,4,Visual,TR,2.12;4.24,2.12,2.369771957
Human,21,1,2,5,Visual,TR,2.12;4.24,2.12,1.654377937
Human,21,1,2,6,Visual,TR,2.12;4.24,4.24,4.609941006
Human,21,1,2,7,Visual,TR,2.12;4.24,2.12,1.616804123
Human,21,1,2,8,Visual,TR,2.12;4.24,2.12,2.123049021
Human,21,1,2,9,Visual,TR,2.12;4.24,2.12,1.558885098
Human,21,1,2,10,Visual,TR,2.12;4.24,2.12,1.978425026
Human,21,1,2,11,Visual,TR,2.12;4.24,4.24,2.744904041
Human,21,1,2,12,Visual,TR,2.12;4.24,2.12,1.194875002
Human,21,1,2,13,Visual,TR,2.12;4.24,2.12,1.804821968
Human,21,1,2,14,Visual,TR,2.12;4.24,4.24,4.146979094
Human,21,1,2,15,Visual,TR,2.12;4.24,4.24,2.810772896
Human,21,1,2,16,Visual,TR,2.12;4.24,4.24,3.450613022
Human,21,1,2,17,Visual,TR,2.12;4.24,4.24,4.686052084
Human,21,1,2,18,Visual,TR,2.12;4.24,2.12,1.270030975
Human,21,1,2,19,Visual,TR,2.12;4.24,2.12,2.137861967
Human,21,1,2,20,Visual,TR,2.12;4.24,2.12,1.265413046
Human,21,1,2,21,Visual,TR,2.12;4.24,4.24,4.279834986
Human,21,1,2,22,Visual,TR,2.12;4.24,4.24,3.021484137
Human,21,1,2,23,Visual,TR,2.12;4.24,2.12,3.193706989
Human,21,1,2,24,Visual,TR,2.12;4.24,4.24,3.136995077
Human,21,1,2,25,Visual,TR,2.12;4.24,4.24,4.816937923
Human,21,1,3,1,Visual,TR,2.12;4.24,4.24,2.048567057
Human,21,1,3,2,Visual,TR,2.12;4.24,4.24,3.12906909
Human,21,1,3,3,Visual,TR,2.12;4.24,4.24,4.030841112
Human,21,1,3,4,Visual,TR,2.12;4.24,4.24,3.355031013
Human,21,1,3,5,Visual,TR,2.12;4.24,4.24,2.15892601
Human,21,1,3,6,Visual,TR,2.12;4.24,4.24,3.273208857
Human,21,1,3,7,Visual,TR,2.12;4.24,2.12,1.651355028
Human,21,1,3,8,Visual,TR,2.12;4.24,4.24,2.640050888
Human,21,1,3,9,Visual,TR,2.12;4.24,4.24,3.319118977
