Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response,Training,Congruency
Human,43,2,4,23,Visual,TR,0.8,0.8,0.74,Testing,0
Human,43,2,4,24,Auditory,TR,0.8,0.8,1.411,Testing,0
Human,43,2,4,25,Visual,TR,0.8,0.8,0.923,Testing,1
Human,43,2,4,26,Auditory,TR,0.8,0.8,0.997,Testing,1
Human,43,2,4,27,Auditory,TR,0.8,0.8,1.248,Testing,0
Human,43,2,4,28,Visual,TR,0.8,0.8,0.982,Testing,1
Human,43,2,4,29,Visual,TR,0.8,0.8,0.919,Testing,1
Human,43,2,4,30,Visual,TR,0.8,0.8,0.606,Testing,0
Human,43,2,4,31,Auditory,TR,0.8,0.8,1.874,Testing,0
Human,43,2,4,32,Auditory,TR,0.8,0.8,0.857,Testing,1
Human,43,2,5,1,Visual,TR,0.8,0.8,0.76,Testing,1
Human,43,2,5,2,Visual,TR,0.8,0.8,0.885,Testing,1
Human,43,2,5,3,Visual,TR,0.8,0.8,0.893,Testing,1
Human,43,2,5,4,Visual,TR,0.8,0.8,0.789,Testing,1
Human,43,2,5,5,Auditory,TR,0.8,0.8,0.874,Testing,1
Human,43,2,5,6,Auditory,TR,0.8,0.8,1.285,Testing,0
Human,43,2,5,7,Auditory,TR,0.8,0.8,0.885,Testing,1
Human,43,2,5,8,Visual,TR,0.8,0.8,0.65,Testing,0
Human,43,2,5,9,Visual,TR,0.8,0.8,0.568,Testing,0
Human,43,2,5,10,Visual,TR,0.8,0.8,0.724,Testing,1
Human,43,2,5,11,Auditory,TR,0.8,0.8,0.925,Testing,1
Human,43,2,5,12,Auditory,TR,0.8,0.8,1.507,Testing,0
Human,43,2,5,13,Visual,TR,0.8,0.8,0.829,Testing,0
Human,43,2,5,14,Auditory,TR,0.8,0.8,1.07,Testing,0
Human,43,2,5,15,Visual,TR,0.8,0.8,0.612,Testing,0
Human,43,2,5,16,Visual,TR,0.8,0.8,1.41,Testing,1
Human,43,2,5,17,Auditory,TR,0.8,0.8,1.378,Testing,0
Human,43,2,5,18,Auditory,TR,0.8,0.8,0.918,Testing,1
Human,43,2,5,19,Auditory,TR,0.8,0.8,1.73,Testing,0
Human,43,2,5,20,Auditory,TR,0.8,0.8,0.829,Testing,1
Human,43,2,5,21,Visual,TR,0.8,0.8,0.574,Testing,0
Human,43,2,5,22,Visual,TR,0.8,0.8,1.09,Testing,1
Human,43,2,5,23,Auditory,TR,0.8,0.8,0.959,Testing,1
Human,43,2,5,24,Visual,TR,0.8,0.8,0.871,Testing,1
Human,43,2,5,25,Auditory,TR,0.8,0.8,1.246,Testing,0
Human,43,2,5,26,Visual,TR,0.8,0.8,0.612,Testing,0
Human,43,2,5,27,Auditory,TR,0.8,0.8,1.548,Testing,0
Human,43,2,5,28,Visual,TR,0.8,0.8,0.672,Testing,0
Human,43,2,5,29,Visual,TR,0.8,0.8,0.698,Testing,0
Human,43,2,5,30,Auditory,TR,0.8,0.8,0.795,Testing,1
Human,43,2,5,31,Auditory,TR,0.8,0.8,1.724,Testing,0
Human,43,2,5,32,Auditory,TR,0.8,0.8,0.926,Testing,1
Human,43,2,6,1,Visual,TR,2.4,2.4,2.659,Testing,1
Human,43,2,6,2,Auditory,TR,2.4,2.4,3.575,Testing,0
Human,43,2,6,3,Visual,TR,2.4,2.4,2.172,Testing,1
Human,43,2,6,4,Visual,TR,2.4,2.4,2.973,Testing,0
Human,43,2,6,5,Auditory,TR,2.4,2.4,3.515,Testing,0
Human,43,2,6,6,Visual,TR,2.4,2.4,2.175,Testing,0
Human,43,2,6,7,Auditory,TR,2.4,2.4,2.88,Testing,0
Human,43,2,6,8,Auditory,TR,2.4,2.4,2.431,Testing,1
Human,43,2,6,9,Visual,TR,2.4,2.4,2.074,Testing,0
Human,43,2,6,10,Visual,TR,2.4,2.4,2.969,Testing,1
Human,43,2,6,11,Auditory,TR,2.4,2.4,3.068,Testing,1
Human,43,2,6,12,Auditory,TR,2.4,2.4,3.813,Testing,0
Human,43,2,6,13,Visual,TR,2.4,2.4,2.282,Testing,1
Human,43,2,6,14,Visual,TR,2.4,2.4,2.882,Testing,0
Human,43,2,6,15,Auditory,TR,2.4,2.4,2.727,Testing,1
Human,43,2,6,16,Auditory,TR,2.4,2.4,2.469,Testing,1
Human,43,2,6,17,Auditory,TR,2.4,2.4,2.911,Testing,0
Human,43,2,6,18,Visual,TR,2.4,2.4,3.089,Testing,1
Human,43,2,6,19,Auditory,TR,2.4,2.4,2.589,Testing,1
Human,43,2,6,20,Visual,TR,2.4,2.4,1.973,Testing,0
Human,43,2,6,21,Auditory,TR,2.4,2.4,3.203,Testing,0
Human,43,2,6,22,Visual,TR,2.4,2.4,2.578,Testing,0
Human,43,2,6,23,Visual,TR,2.4,2.4,2.288,Testing,1
Human,43,2,6,24,Auditory,TR,2.4,2.4,2.786,Testing,1
Human,43,2,6,25,Visual,TR,2.4,2.4,2.62,Testing,0
Human,43,2,6,26,Auditory,TR,2.4,2.4,3.317,Testing,1
Human,43,2,6,27,Auditory,TR,2.4,2.4,2.322,Testing,1
Human,43,2,6,28,Auditory,TR,2.4,2.4,3.461,Testing,0
Human,43,2,6,29,Visual,TR,2.4,2.4,2.565,Testing,1
Human,43,2,6,30,Visual,TR,2.4,2.4,3.476,Testing,1
Human,43,2,6,31,Visual,TR,2.4,2.4,1.592,Testing,0
Human,43,2,6,32,Auditory,TR,2.4,2.4,3.635,Testing,0
Human,43,2,7,1,Auditory,TR,2.4,2.4,3.236,Training,0
Human,43,2,7,2,Auditory,TR,2.4,2.4,2.688,Training,1
Human,43,2,7,3,Visual,TR,2.4,2.4,3.141,Training,0
Human,43,2,7,4,Visual,TR,2.4,2.4,3.308,Training,1
Human,43,2,7,5,Auditory,TR,2.4,2.4,2.76,Training,1
Human,43,2,7,6,Auditory,TR,2.4,2.4,3.453,Training,0
Human,43,2,7,7,Visual,TR,2.4,2.4,2.198,Training,0
Human,43,2,7,8,Visual,TR,2.4,2.4,2.957,Training,1
Human,43,2,8,1,Auditory,TR,2.4,2.4,2.564,Testing,1
Human,43,2,8,2,Auditory,TR,2.4,2.4,2.736,Testing,1
Human,43,2,8,3,Visual,TR,2.4,2.4,2.198,Testing,0
Human,43,2,8,4,Auditory,TR,2.4,2.4,2.781,Testing,1
Human,43,2,8,5,Visual,TR,2.4,2.4,3.1,Testing,0
Human,43,2,8,6,Visual,TR,2.4,2.4,3.095,Testing,1
Human,43,2,8,7,Visual,TR,2.4,2.4,1.874,Testing,0
Human,43,2,8,8,Auditory,TR,2.4,2.4,3.564,Testing,0
Human,43,2,8,9,Visual,TR,2.4,2.4,2.348,Testing,0
Human,43,2,8,10,Auditory,TR,2.4,2.4,5.204,Testing,0
Human,43,2,8,11,Visual,TR,2.4,2.4,1.897,Testing,1
Human,43,2,8,12,Visual,TR,2.4,2.4,1.738,Testing,0
Human,43,2,8,13,Auditory,TR,2.4,2.4,3.235,Testing,0
Human,43,2,8,14,Auditory,TR,2.4,2.4,2.666,Testing,1
Human,43,2,8,15,Auditory,TR,2.4,2.4,3.077,Testing,0
Human,43,2,8,16,Visual,TR,2.4,2.4,2.387,Testing,0
Human,43,2,8,17,Auditory,TR,2.4,2.4,3.331,Testing,0
Human,43,2,8,18,Visual,TR,2.4,2.4,2.131,Testing,0
Human,43,2,8,19,Visual,TR,2.4,2.4,2.942,Testing,1
Human,43,2,8,20,Visual,TR,2.4,2.4,3.077,Testing,1
Human,43,2,8,21,Visual,TR,2.4,2.4,3.38,Testing,1
Human,43,2,8,22,Visual,TR,2.4,2.4,3.499,Testing,1
Human,43,2,8,23,Auditory,TR,2.4,2.4,3.358,Testing,0
Human,43,2,8,24,Auditory,TR,2.4,2.4,2.478,Testing,1
Human,43,2,8,25,Auditory,TR,2.4,2.4,2.621,Testing,1
Human,43,2,8,26,Auditory,TR,2.4,2.4,3.341,Testing,0
Human,43,2,8,27,Auditory,TR,2.4,2.4,2.402,Testing,1
Human,43,2,8,28,Visual,TR,2.4,2.4,2.714,Testing,0
Human,43,2,8,29,Visual,TR,2.4,2.4,2.283,Testing,1
Human,43,2,8,30,Auditory,TR,2.4,2.4,2.261,Testing,1
Human,43,2,8,31,Auditory,TR,2.4,2.4,0.91,Testing,0
Human,43,2,8,32,Visual,TR,2.4,2.4,2.769,Testing,1
Human,43,2,9,1,Visual,TR,2.4,2.4,2.77,Testing,0
Human,43,2,9,2,Visual,TR,2.4,2.4,3.044,Testing,0
Human,43,2,9,3,Auditory,TR,2.4,2.4,2.897,Testing,0
Human,43,2,9,4,Auditory,TR,2.4,2.4,2.981,Testing,0
Human,43,2,9,5,Auditory,TR,2.4,2.4,3.006,Testing,0
Human,43,2,9,6,Auditory,TR,2.4,2.4,2.096,Testing,1
Human,43,2,9,7,Auditory,TR,2.4,2.4,3.097,Testing,0
Human,43,2,9,8,Visual,TR,2.4,2.4,2.744,Testing,1
Human,43,2,9,9,Auditory,TR,2.4,2.4,2.429,Testing,1
Human,43,2,9,10,Visual,TR,2.4,2.4,2.478,Testing,0
Human,43,2,9,11,Auditory,TR,2.4,2.4,9.498,Testing,0
Human,43,2,9,12,Visual,TR,2.4,2.4,2.386,Testing,0
Human,43,2,9,13,Visual,TR,2.4,2.4,2.728,Testing,1
Human,43,2,9,14,Visual,TR,2.4,2.4,2.559,Testing,1
Human,43,2,9,15,Auditory,TR,2.4,2.4,2.382,Testing,1
Human,43,2,9,16,Visual,TR,2.4,2.4,2.613,Testing,1
Human,43,2,9,17,Auditory,TR,2.4,2.4,2.632,Testing,1
Human,43,2,9,18,Visual,TR,2.4,2.4,2.583,Testing,1
Human,43,2,9,19,Auditory,TR,2.4,2.4,2.286,Testing,1
Human,43,2,9,20,Auditory,TR,2.4,2.4,2.31,Testing,1
Human,43,2,9,21,Visual,TR,2.4,2.4,2.572,Testing,1
Human,43,2,9,22,Visual,TR,2.4,2.4,2.503,Testing,0
Human,43,2,9,23,Visual,TR,2.4,2.4,2.613,Testing,0
Human,43,2,9,24,Visual,TR,2.4,2.4,2.513,Testing,0
Human,43,2,9,25,Auditory,TR,2.4,2.4,3.772,Testing,0
Human,43,2,9,26,Visual,TR,2.4,2.4,2.317,Testing,1
Human,43,2,9,27,Auditory,TR,2.4,2.4,2.9,Testing,1
Human,43,2,9,28,Auditory,TR,2.4,2.4,2.423,Testing,1
Human,43,2,9,29,Visual,TR,2.4,2.4,2.467,Testing,1
Human,43,2,9,30,Auditory,TR,2.4,2.4,3.217,Testing,0
Human,43,2,9,31,Visual,TR,2.4,2.4,2.562,Testing,0
Human,43,2,9,32,Auditory,TR,2.4,2.4,3.182,Testing,0
Human,43,2,10,1,Auditory,TR,2.4,2.4,2.712,Testing,1
Human,43,2,10,2,Auditory,TR,2.4,2.4,3.81,Testing,0
Human,43,2,10,3,Auditory,TR,2.4,2.4,2.173,Testing,1
Human,43,2,10,4,Visual,TR,2.4,2.4,2.546,Testing,1
Human,43,2,10,5,Visual,TR,2.4,2.4,2.732,Testing,1
Human,43,2,10,6,Visual,TR,2.4,2.4,2.075,Testing,0
Human,43,2,10,7,Auditory,TR,2.4,2.4,3.264,Testing,0
Human,43,2,10,8,Auditory,TR,2.4,2.4,2.98,Testing,0
Human,43,2,10,9,Visual,TR,2.4,2.4,2.284,Testing,1
Human,43,2,10,10,Visual,TR,2.4,2.4,2.955,Testing,0
Human,43,2,10,11,Auditory,TR,2.4,2.4,2.503,Testing,1
Human,43,2,10,12,Visual,TR,2.4,2.4,3.046,Testing,0
Human,43,2,10,13,Auditory,TR,2.4,2.4,3.115,Testing,0
Human,43,2,10,14,Auditory,TR,2.4,2.4,2.315,Testing,1
Human,43,2,10,15,Visual,TR,2.4,2.4,2.323,Testing,0
Human,43,2,10,16,Auditory,TR,2.4,2.4,3.033,Testing,1
Human,43,2,10,17,Auditory,TR,2.4,2.4,2.39,Testing,1
Human,43,2,10,18,Visual,TR,2.4,2.4,2.428,Testing,1
Human,43,2,10,19,Auditory,TR,2.4,2.4,2.928,Testing,0
Human,43,2,10,20,Visual,TR,2.4,2.4,2.505,Testing,0
Human,43,2,10,21,Visual,TR,2.4,2.4,2.136,Testing,0
Human,43,2,10,22,Visual,TR,2.4,2.4,3.109,Testing,1
Human,43,2,10,23,Auditory,TR,2.4,2.4,3.954,Testing,0
Human,43,2,10,24,Auditory,TR,2.4,2.4,2.44,Testing,1
Human,43,2,10,25,Auditory,TR,2.4,2.4,2.319,Testing,1
Human,43,2,10,26,Visual,TR,2.4,2.4,2.343,Testing,1
Human,43,2,10,27,Auditory,TR,2.4,2.4,2.972,Testing,0
Human,43,2,10,28,Visual,TR,2.4,2.4,2.786,Testing,1
Human,43,2,10,29,Auditory,TR,2.4,2.4,3.031,Testing,0
Human,43,2,10,30,Visual,TR,2.4,2.4,2.228,Testing,0
Human,43,2,10,31,Visual,TR,2.4,2.4,2.316,Testing,0
Human,43,2,10,32,Visual,TR,2.4,2.4,2.251,Testing,1
Human,43,2,11,1,Auditory,TR,2.4,2.4,2.615,Testing,1
Human,43,2,11,2,Auditory,TR,2.4,2.4,3.349,Testing,0
Human,43,2,11,3,Visual,TR,2.4,2.4,2.495,Testing,0
Human,43,2,11,4,Auditory,TR,2.4,2.4,2.2,Testing,1
Human,43,2,11,5,Visual,TR,2.4,2.4,2.34,Testing,0
Human,43,2,11,6,Auditory,TR,2.4,2.4,3.092,Testing,0
Human,43,2,11,7,Visual,TR,2.4,2.4,1.859,Testing,0
Human,43,2,11,8,Auditory,TR,2.4,2.4,2.591,Testing,1
Human,43,2,11,9,Auditory,TR,2.4,2.4,3.272,Testing,0
Human,43,2,11,10,Auditory,TR,2.4,2.4,2.797,Testing,1
Human,43,2,11,11,Visual,TR,2.4,2.4,2.184,Testing,0
Human,43,2,11,12,Visual,TR,2.4,2.4,1.629,Testing,1
Human,43,2,11,13,Auditory,TR,2.4,2.4,2.356,Testing,1
Human,43,2,11,14,Auditory,TR,2.4,2.4,2.263,Testing,1
Human,43,2,11,15,Auditory,TR,2.4,2.4,2.703,Testing,0
Human,43,2,11,16,Visual,TR,2.4,2.4,2.69,Testing,1
Human,43,2,11,17,Auditory,TR,2.4,2.4,3.299,Testing,0
Human,43,2,11,18,Auditory,TR,2.4,2.4,3.334,Testing,0
Human,43,2,11,19,Auditory,TR,2.4,2.4,3.087,Testing,0
Human,43,2,11,20,Auditory,TR,2.4,2.4,2.064,Testing,1
Human,43,2,11,21,Visual,TR,2.4,2.4,2.87,Testing,1
Human,43,2,11,22,Visual,TR,2.4,2.4,3.377,Testing,1
Human,43,2,11,23,Visual,TR,2.4,2.4,2.673,Testing,1
Human,43,2,11,24,Visual,TR,2.4,2.4,2.158,Testing,0
Human,43,2,11,25,Visual,TR,2.4,2.4,2.426,Testing,0
Human,43,2,11,26,Visual,TR,2.4,2.4,2.841,Testing,1
Human,43,2,11,27,Auditory,TR,2.4,2.4,2.657,Testing,0
Human,43,2,11,28,Auditory,TR,2.4,2.4,2.492,Testing,1
Human,43,2,11,29,Visual,TR,2.4,2.4,2.57,Testing,0
Human,43,2,11,30,Visual,TR,2.4,2.4,2.691,Testing,1
Human,43,2,11,31,Visual,TR,2.4,2.4,2.758,Testing,0
Human,43,2,11,32,Visual,TR,2.4,2.4,2.551,Testing,1
Human,43,2,12,1,Visual,TR,2.4,2.4,2.81,Testing,1
Human,43,2,12,2,Auditory,TR,2.4,2.4,3.038,Testing,1
Human,43,2,12,3,Visual,TR,2.4,2.4,2.359,Testing,0
Human,43,2,12,4,Visual,TR,2.4,2.4,2.042,Testing,0
Human,43,2,12,5,Visual,TR,2.4,2.4,2.483,Testing,1
Human,43,2,12,6,Auditory,TR,2.4,2.4,2.579,Testing,0
Human,43,2,12,7,Visual,TR,2.4,2.4,3.067,Testing,1
Human,43,2,12,8,Auditory,TR,2.4,2.4,2.368,Testing,1
Human,43,2,12,9,Visual,TR,2.4,2.4,2.443,Testing,1
Human,43,2,12,10,Auditory,TR,2.4,2.4,3.251,Testing,0
Human,43,2,12,11,Visual,TR,2.4,2.4,2.419,Testing,0
Human,43,2,12,12,Auditory,TR,2.4,2.4,2.579,Testing,1
Human,43,2,12,13,Auditory,TR,2.4,2.4,3.163,Testing,0
Human,43,2,12,14,Visual,TR,2.4,2.4,2.052,Testing,0
Human,43,2,12,15,Auditory,TR,2.4,2.4,2.339,Testing,1
Human,43,2,12,16,Auditory,TR,2.4,2.4,3.637,Testing,0
Human,43,2,12,17,Visual,TR,2.4,2.4,2.018,Testing,0
Human,43,2,12,18,Visual,TR,2.4,2.4,2.702,Testing,1
Human,43,2,12,19,Visual,TR,2.4,2.4,2.633,Testing,0
Human,43,2,12,20,Visual,TR,2.4,2.4,3.61,Testing,1
Human,43,2,12,21,Visual,TR,2.4,2.4,2.857,Testing,0
Human,43,2,12,22,Auditory,TR,2.4,2.4,2.754,Testing,1
Human,43,2,12,23,Auditory,TR,2.4,2.4,2.527,Testing,1
Human,43,2,12,24,Auditory,TR,2.4,2.4,2.51,Testing,1
Human,43,2,12,25,Visual,TR,2.4,2.4,3.067,Testing,1
Human,43,2,12,26,Visual,TR,2.4,2.4,2.407,Testing,0
Human,43,2,12,27,Auditory,TR,2.4,2.4,2.558,Testing,1
Human,43,2,12,28,Auditory,TR,2.4,2.4,3.195,Testing,0
Human,43,2,12,29,Visual,TR,2.4,2.4,3.781,Testing,1
Human,43,2,12,30,Auditory,TR,2.4,2.4,3.016,Testing,0
Human,43,2,12,31,Auditory,TR,2.4,2.4,3.156,Testing,0
Human,43,2,12,32,Auditory,TR,2.4,2.4,3.457,Testing,0
Human,26,2,1,1,Auditory,TR,2.4,2.4,1.57,Training,1
Human,26,2,1,2,Visual,TR,2.4,2.4,2.093,Training,1
Human,26,2,1,3,Auditory,TR,2.4,2.4,2.137,Training,1
Human,26,2,1,4,Auditory,TR,2.4,2.4,2.696,Training,0
Human,26,2,1,5,Visual,TR,2.4,2.4,2.528,Training,0
Human,26,2,1,6,Auditory,TR,2.4,2.4,3.144,Training,0
Human,26,2,1,7,Visual,TR,2.4,2.4,3.771,Training,0
Human,26,2,1,8,Visual,TR,2.4,2.4,1.885,Training,1
Human,26,2,2,1,Visual,TR,2.4,2.4,2.086,Testing,1
Human,26,2,2,2,Visual,TR,2.4,2.4,1.58,Testing,1
Human,26,2,2,3,Visual,TR,2.4,2.4,1.807,Testing,0
Human,26,2,2,4,Visual,TR,2.4,2.4,2.161,Testing,1
Human,26,2,2,5,Visual,TR,2.4,2.4,1.991,Testing,1
Human,26,2,2,6,Auditory,TR,2.4,2.4,3.076,Testing,0
Human,26,2,2,7,Auditory,TR,2.4,2.4,2.339,Testing,1
Human,26,2,2,8,Auditory,TR,2.4,2.4,1.98,Testing,1
Human,26,2,2,9,Auditory,TR,2.4,2.4,2.637,Testing,0
Human,26,2,2,10,Auditory,TR,2.4,2.4,2.078,Testing,1
Human,26,2,2,11,Visual,TR,2.4,2.4,2.192,Testing,0
Human,26,2,2,12,Auditory,TR,2.4,2.4,2.453,Testing,0
Human,26,2,2,13,Visual,TR,2.4,2.4,533.305,Testing,0
Human,26,2,2,14,Auditory,TR,2.4,2.4,2.155,Testing,0
Human,26,2,2,15,Visual,TR,2.4,2.4,1.975,Testing,0
Human,26,2,2,16,Auditory,TR,2.4,2.4,6.615,Testing,0
Human,26,2,2,17,Auditory,TR,2.4,2.4,1.969,Testing,1
Human,26,2,2,18,Auditory,TR,2.4,2.4,2.151,Testing,0
Human,26,2,2,19,Auditory,TR,2.4,2.4,2.246,Testing,1
Human,26,2,2,20,Visual,TR,2.4,2.4,1.883,Testing,0
Human,26,2,2,21,Visual,TR,2.4,2.4,1.974,Testing,0
Human,26,2,2,22,Auditory,TR,2.4,2.4,2.093,Testing,1
Human,26,2,2,23,Visual,TR,2.4,2.4,1.378,Testing,0
Human,26,2,2,24,Visual,TR,2.4,2.4,2.338,Testing,1
Human,26,2,2,25,Visual,TR,2.4,2.4,1.779,Testing,0
Human,26,2,2,26,Visual,TR,2.4,2.4,1.28,Testing,1
Human,26,2,2,27,Visual,TR,2.4,2.4,2.477,Testing,1
Human,26,2,2,28,Auditory,TR,2.4,2.4,2.42,Testing,0
Human,26,2,2,29,Auditory,TR,2.4,2.4,3.225,Testing,1
Human,26,2,2,30,Auditory,TR,2.4,2.4,2.451,Testing,1
Human,26,2,2,31,Auditory,TR,2.4,2.4,2.777,Testing,0
Human,26,2,2,32,Visual,TR,2.4,2.4,2.578,Testing,1
Human,26,2,3,1,Auditory,TR,2.4,2.4,3.368,Testing,0
Human,26,2,3,2,Visual,TR,2.4,2.4,2.173,Testing,1
Human,26,2,3,3,Visual,TR,2.4,2.4,1.878,Testing,0
Human,26,2,3,4,Visual,TR,2.4,2.4,2.721,Testing,0
Human,26,2,3,5,Auditory,TR,2.4,2.4,2.461,Testing,0
Human,26,2,3,6,Auditory,TR,2.4,2.4,2.273,Testing,1
Human,26,2,3,7,Visual,TR,2.4,2.4,2.641,Testing,1
Human,26,2,3,8,Auditory,TR,2.4,2.4,2.768,Testing,0
Human,26,2,3,9,Visual,TR,2.4,2.4,2.727,Testing,1
Human,26,2,3,10,Visual,TR,2.4,2.4,2.74,Testing,1
Human,26,2,3,11,Auditory,TR,2.4,2.4,2.24,Testing,1
Human,26,2,3,12,Auditory,TR,2.4,2.4,2.291,Testing,0
Human,26,2,3,13,Auditory,TR,2.4,2.4,2.823,Testing,1
Human,26,2,3,14,Auditory,TR,2.4,2.4,2.275,Testing,1
Human,26,2,3,15,Auditory,TR,2.4,2.4,1.958,Testing,1
Human,26,2,3,16,Visual,TR,2.4,2.4,2.477,Testing,1
Human,26,2,3,17,Visual,TR,2.4,2.4,2.129,Testing,1
Human,26,2,3,18,Visual,TR,2.4,2.4,2.577,Testing,1
Human,26,2,3,19,Visual,TR,2.4,2.4,1.761,Testing,0
Human,26,2,3,20,Auditory,TR,2.4,2.4,2.48,Testing,1
Human,26,2,3,21,Visual,TR,2.4,2.4,1.883,Testing,0
Human,26,2,3,22,Visual,TR,2.4,2.4,2.159,Testing,0
Human,26,2,3,23,Auditory,TR,2.4,2.4,4.603,Testing,0
Human,26,2,3,24,Auditory,TR,2.4,2.4,2.299,Testing,1
Human,26,2,3,25,Visual,TR,2.4,2.4,2.863,Testing,1
Human,26,2,3,26,Visual,TR,2.4,2.4,2.69,Testing,0
Human,26,2,3,27,Auditory,TR,2.4,2.4,2.072,Testing,1
Human,26,2,3,28,Auditory,TR,2.4,2.4,2.374,Testing,0
Human,26,2,3,29,Auditory,TR,2.4,2.4,2.703,Testing,0
Human,26,2,3,30,Visual,TR,2.4,2.4,0.875,Testing,0
Human,26,2,3,31,Auditory,TR,2.4,2.4,2.917,Testing,0
Human,26,2,3,32,Visual,TR,2.4,2.4,2.867,Testing,0
Human,26,2,4,1,Visual,TR,2.4,2.4,2.729,Testing,0
Human,26,2,4,2,Auditory,TR,2.4,2.4,1.976,Testing,1
Human,26,2,4,3,Auditory,TR,2.4,2.4,2.232,Testing,1
Human,26,2,4,4,Auditory,TR,2.4,2.4,2.773,Testing,0
Human,26,2,4,5,Auditory,TR,2.4,2.4,1.862,Testing,1
Human,26,2,4,6,Visual,TR,2.4,2.4,2.358,Testing,0
Human,26,2,4,7,Auditory,TR,2.4,2.4,2.085,Testing,1
Human,26,2,4,8,Auditory,TR,2.4,2.4,2.986,Testing,0
Human,26,2,4,9,Visual,TR,2.4,2.4,2.382,Testing,0
Human,26,2,4,10,Auditory,TR,2.4,2.4,3.221,Testing,0
Human,26,2,4,11,Visual,TR,2.4,2.4,2.069,Testing,1
Human,26,2,4,12,Visual,TR,2.4,2.4,2.553,Testing,0
Human,26,2,4,13,Visual,TR,2.4,2.4,2.77,Testing,1
Human,26,2,4,14,Auditory,TR,2.4,2.4,2.627,Testing,0
Human,26,2,4,15,Visual,TR,2.4,2.4,1.925,Testing,1
Human,26,2,4,16,Auditory,TR,2.4,2.4,2.207,Testing,1
Human,26,2,4,17,Auditory,TR,2.4,2.4,2.182,Testing,1
Human,26,2,4,18,Visual,TR,2.4,2.4,2.941,Testing,1
Human,26,2,4,19,Visual,TR,2.4,2.4,1.727,Testing,0
Human,26,2,4,20,Auditory,TR,2.4,2.4,3.019,Testing,0
Human,26,2,4,21,Visual,TR,2.4,2.4,2.885,Testing,1
Human,26,2,4,22,Visual,TR,2.4,2.4,2.13,Testing,0
Human,26,2,4,23,Auditory,TR,2.4,2.4,1.802,Testing,0
Human,26,2,4,24,Auditory,TR,2.4,2.4,2.976,Testing,0
Human,26,2,4,25,Auditory,TR,2.4,2.4,2.931,Testing,1
Human,26,2,4,26,Visual,TR,2.4,2.4,1.854,Testing,1
Human,26,2,4,27,Visual,TR,2.4,2.4,2.189,Testing,1
Human,26,2,4,28,Visual,TR,2.4,2.4,2.217,Testing,0
Human,26,2,4,29,Visual,TR,2.4,2.4,2.477,Testing,0
Human,26,2,4,30,Visual,TR,2.4,2.4,2.973,Testing,1
Human,26,2,4,31,Auditory,TR,2.4,2.4,1.833,Testing,1
Human,26,2,4,32,Auditory,TR,2.4,2.4,2.235,Testing,0
Human,26,2,5,1,Auditory,TR,2.4,2.4,3.357,Testing,0
Human,26,2,5,2,Visual,TR,2.4,2.4,2.85,Testing,0
Human,26,2,5,3,Visual,TR,2.4,2.4,2.438,Testing,1
Human,26,2,5,4,Auditory,TR,2.4,2.4,3.044,Testing,0
Human,26,2,5,5,Visual,TR,2.4,2.4,2.25,Testing,0
Human,26,2,5,6,Auditory,TR,2.4,2.4,1.979,Testing,1
Human,26,2,5,7,Visual,TR,2.4,2.4,2.337,Testing,1
Human,26,2,5,8,Visual,TR,2.4,2.4,3.543,Testing,1
Human,26,2,5,9,Visual,TR,2.4,2.4,2.62,Testing,0
Human,26,2,5,10,Visual,TR,2.4,2.4,2.489,Testing,0
Human,26,2,5,11,Auditory,TR,2.4,2.4,3.15,Testing,0
Human,26,2,5,12,Auditory,TR,2.4,2.4,2.166,Testing,1
Human,26,2,5,13,Visual,TR,2.4,2.4,2.371,Testing,1
Human,26,2,5,14,Visual,TR,2.4,2.4,2.355,Testing,0
Human,26,2,5,15,Visual,TR,2.4,2.4,2.627,Testing,1
Human,26,2,5,16,Auditory,TR,2.4,2.4,2.303,Testing,1
Human,26,2,5,17,Visual,TR,2.4,2.4,2.119,Testing,0
Human,26,2,5,18,Auditory,TR,2.4,2.4,2.845,Testing,1
Human,26,2,5,19,Auditory,TR,2.4,2.4,2.394,Testing,0
Human,26,2,5,20,Auditory,TR,2.4,2.4,2.336,Testing,1
Human,26,2,5,21,Visual,TR,2.4,2.4,3.052,Testing,1
Human,26,2,5,22,Visual,TR,2.4,2.4,2.814,Testing,0
Human,26,2,5,23,Visual,TR,2.4,2.4,3.064,Testing,1
Human,26,2,5,24,Visual,TR,2.4,2.4,3.259,Testing,1
Human,26,2,5,25,Auditory,TR,2.4,2.4,3.367,Testing,0
Human,26,2,5,26,Visual,TR,2.4,2.4,2.854,Testing,0
Human,26,2,5,27,Auditory,TR,2.4,2.4,2.995,Testing,0
Human,26,2,5,28,Auditory,TR,2.4,2.4,2.322,Testing,1
Human,26,2,5,29,Auditory,TR,2.4,2.4,2.201,Testing,1
Human,26,2,5,30,Auditory,TR,2.4,2.4,2.293,Testing,0
Human,26,2,5,31,Auditory,TR,2.4,2.4,2.863,Testing,0
Human,26,2,5,32,Auditory,TR,2.4,2.4,2.035,Testing,1
Human,26,2,6,1,Auditory,TR,0.8,0.8,0,Testing,0
Human,26,2,6,2,Visual,TR,0.8,0.8,0.973,Testing,1
Human,26,2,6,3,Visual,TR,0.8,0.8,0.781,Testing,1
Human,26,2,6,4,Auditory,TR,0.8,0.8,1.079,Testing,0
