Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Target_Duration,Response
Human,5,1,8,173,Visual,TR,2.1;3.7;5.4,2.1,2.21902016
Human,5,1,8,174,Visual,TR,2.1;3.7;5.4,2.1,1.82098119
Human,5,1,8,175,Visual,TR,2.1;3.7;5.4,5.4,5.856661784
Human,5,1,8,177,Visual,TR,2.1;3.7;5.4,2.1,2.703181426
Human,5,1,8,178,Visual,TR,2.1;3.7;5.4,3.7,4.373522313
Human,5,1,8,179,Visual,TR,2.1;3.7;5.4,2.1,1.901979061
Human,5,1,8,180,Visual,TR,2.1;3.7;5.4,5.4,4.755506914
Human,5,1,8,181,Visual,TR,2.1;3.7;5.4,3.7,3.553804122
Human,5,1,9,183,Visual,TR,2.1;3.7;5.4,2.1,3.053372424
Human,5,1,9,184,Visual,TR,2.1;3.7;5.4,3.7,4.037831897
Human,5,1,9,185,Visual,TR,2.1;3.7;5.4,2.1,2.805565766
Human,5,1,9,186,Visual,TR,2.1;3.7;5.4,2.1,2.586128808
Human,5,1,9,187,Visual,TR,2.1;3.7;5.4,2.1,2.753163375
Human,5,1,9,188,Visual,TR,2.1;3.7;5.4,5.4,5.339228568
Human,5,1,9,190,Visual,TR,2.1;3.7;5.4,2.1,2.385939025
Human,5,1,9,191,Visual,TR,2.1;3.7;5.4,2.1,2.619648284
Human,5,1,9,194,Visual,TR,2.1;3.7;5.4,2.1,2.602967137
Human,5,1,9,195,Visual,TR,2.1;3.7;5.4,5.4,5.625248836
Human,5,1,9,196,Visual,TR,2.1;3.7;5.4,3.7,4.240401188
Human,5,1,9,197,Visual,TR,2.1;3.7;5.4,2.1,2.169024315
Human,5,1,9,198,Visual,TR,2.1;3.7;5.4,2.1,3.036936411
Human,5,1,9,200,Visual,TR,2.1;3.7;5.4,3.7,3.137032371
Human,5,1,9,201,Visual,TR,2.1;3.7;5.4,5.4,5.322681577
Human,5,1,9,202,Visual,TR,2.1;3.7;5.4,3.7,4.521654899
Human,5,1,9,204,Visual,TR,2.1;3.7;5.4,3.7,3.790125808
Human,5,1,9,206,Visual,TR,2.1;3.7;5.4,2.1,2.736326749
Human,5,1,9,207,Visual,TR,2.1;3.7;5.4,3.7,4.588465898
Human,5,1,10,209,Visual,TR,2.1;3.7;5.4,5.4,6.006838065
Human,5,1,10,210,Visual,TR,2.1;3.7;5.4,3.7,4.838834397
Human,5,1,10,211,Visual,TR,2.1;3.7;5.4,5.4,5.806608901
Human,5,1,10,212,Visual,TR,2.1;3.7;5.4,2.1,2.485949544
Human,5,1,10,213,Visual,TR,2.1;3.7;5.4,5.4,5.856324902
Human,5,1,10,214,Visual,TR,2.1;3.7;5.4,3.7,3.773226825
Human,5,1,10,215,Visual,TR,2.1;3.7;5.4,5.4,5.375032228
Human,5,1,10,216,Visual,TR,2.1;3.7;5.4,3.7,4.221496461
Human,5,1,10,217,Visual,TR,2.1;3.7;5.4,2.1,2.486089925
Human,5,1,10,218,Visual,TR,2.1;3.7;5.4,5.4,5.622919838
Human,5,1,10,219,Visual,TR,2.1;3.7;5.4,3.7,4.571809305
Human,5,1,10,222,Visual,TR,2.1;3.7;5.4,3.7,4.688677361
Human,5,1,10,223,Visual,TR,2.1;3.7;5.4,5.4,6.056809816
Human,5,1,10,224,Visual,TR,2.1;3.7;5.4,2.1,3.039260424
Human,5,1,10,225,Visual,TR,2.1;3.7;5.4,2.1,2.202493921
Human,5,1,10,226,Visual,TR,2.1;3.7;5.4,2.1,2.552802491
Human,5,1,10,227,Visual,TR,2.1;3.7;5.4,2.1,3.153389719
Human,5,1,10,228,Visual,TR,2.1;3.7;5.4,3.7,3.971017614
Human,5,1,10,230,Visual,TR,2.1;3.7;5.4,2.1,2.419301247
Human,5,2,1,1,Visual,TR,2.1;3.7;5.4,2.1,1.899159713
Human,5,2,1,2,Visual,TR,2.1;3.7;5.4,2.1,2.587811981
Human,5,2,1,3,Visual,TR,2.1;3.7;5.4,5.4,5.656295572
Human,5,2,1,4,Visual,TR,2.1;3.7;5.4,2.1,2.385770612
Human,5,2,1,5,Visual,TR,2.1;3.7;5.4,5.4,4.42151006
Human,5,2,1,6,Visual,TR,2.1;3.7;5.4,3.7,3.303469502
Human,5,2,1,8,Visual,TR,2.1;3.7;5.4,3.7,4.756842407
Human,5,2,1,9,Visual,TR,2.1;3.7;5.4,5.4,6.9249874
Human,5,2,1,10,Visual,TR,2.1;3.7;5.4,3.7,4.021273266
Human,5,2,1,11,Visual,TR,2.1;3.7;5.4,2.1,2.988236989
Human,5,2,1,12,Visual,TR,2.1;3.7;5.4,3.7,3.455283863
Human,5,2,1,13,Visual,TR,2.1;3.7;5.4,5.4,6.423706671
Human,5,2,1,14,Visual,TR,2.1;3.7;5.4,5.4,5.322743546
Human,5,2,1,15,Visual,TR,2.1;3.7;5.4,5.4,0.151815442
Human,5,2,1,16,Visual,TR,2.1;3.7;5.4,2.1,2.21887238
Human,5,2,1,17,Visual,TR,2.1;3.7;5.4,3.7,4.073020085
Human,5,2,1,18,Visual,TR,2.1;3.7;5.4,5.4,4.104477041
Human,5,2,1,19,Visual,TR,2.1;3.7;5.4,2.1,2.185663276
Human,5,2,1,20,Visual,TR,2.1;3.7;5.4,5.4,5.706487893
Human,5,2,1,21,Visual,TR,2.1;3.7;5.4,2.1,1.968796213
Human,5,2,1,22,Visual,TR,2.1;3.7;5.4,2.1,2.204114661
Human,5,2,1,24,Visual,TR,2.1;3.7;5.4,5.4,4.938685666
Human,5,2,1,25,Visual,TR,2.1;3.7;5.4,5.4,5.824694129
Human,5,2,2,26,Visual,TR,2.1;3.7;5.4,2.1,2.218970906
Human,5,2,2,27,Visual,TR,2.1;3.7;5.4,3.7,3.989231959
Human,5,2,2,28,Visual,TR,2.1;3.7;5.4,5.4,4.588456771
Human,5,2,2,29,Visual,TR,2.1;3.7;5.4,3.7,0.13355338
Human,5,2,2,30,Visual,TR,2.1;3.7;5.4,5.4,5.10568403
Human,5,2,2,31,Visual,TR,2.1;3.7;5.4,5.4,5.189287072
Human,5,2,2,32,Visual,TR,2.1;3.7;5.4,5.4,6.175070052
Human,5,2,2,33,Visual,TR,2.1;3.7;5.4,2.1,2.437694222
Human,5,2,2,34,Visual,TR,2.1;3.7;5.4,2.1,2.686176416
Human,5,2,2,35,Visual,TR,2.1;3.7;5.4,3.7,4.488380946
Human,5,2,2,36,Visual,TR,2.1;3.7;5.4,5.4,5.622936276
Human,5,2,2,37,Visual,TR,2.1;3.7;5.4,2.1,3.822716817
Human,5,2,2,38,Visual,TR,2.1;3.7;5.4,2.1,2.519483813
Human,5,2,2,40,Visual,TR,2.1;3.7;5.4,2.1,2.419362033
Human,5,2,2,42,Visual,TR,2.1;3.7;5.4,3.7,4.488468274
Human,5,2,2,44,Visual,TR,2.1;3.7;5.4,3.7,3.95421419
Human,5,2,2,45,Visual,TR,2.1;3.7;5.4,3.7,3.870956717
Human,5,2,2,46,Visual,TR,2.1;3.7;5.4,5.4,5.372583381
Human,5,2,2,47,Visual,TR,2.1;3.7;5.4,5.4,5.923259177
Human,5,2,2,49,Visual,TR,2.1;3.7;5.4,3.7,4.371358925
Human,5,2,3,51,Visual,TR,2.1;3.7;5.4,2.1,3.07171034
Human,5,2,3,52,Visual,TR,2.1;3.7;5.4,3.7,3.553975016
Human,5,2,3,53,Visual,TR,2.1;3.7;5.4,3.7,4.056045673
Human,5,2,3,54,Visual,TR,2.1;3.7;5.4,5.4,4.855372723
Human,5,2,3,55,Visual,TR,2.1;3.7;5.4,3.7,4.071155519
Human,5,2,3,56,Visual,TR,2.1;3.7;5.4,3.7,3.787503898
Human,5,2,3,57,Visual,TR,2.1;3.7;5.4,5.4,6.340208121
Human,5,2,3,58,Visual,TR,2.1;3.7;5.4,3.7,4.85712537
Human,5,2,3,59,Visual,TR,2.1;3.7;5.4,3.7,3.387279582
Human,5,2,3,61,Visual,TR,2.1;3.7;5.4,5.4,5.239308862
Human,5,2,3,63,Visual,TR,2.1;3.7;5.4,2.1,3.255084216
Human,5,2,3,65,Visual,TR,2.1;3.7;5.4,5.4,5.956546006
Human,5,2,3,66,Visual,TR,2.1;3.7;5.4,3.7,3.603989679
Human,5,2,3,67,Visual,TR,2.1;3.7;5.4,2.1,2.287246439
Human,5,2,3,68,Visual,TR,2.1;3.7;5.4,5.4,5.6394949
Human,5,2,3,69,Visual,TR,2.1;3.7;5.4,5.4,6.609150647
Human,5,2,3,71,Visual,TR,2.1;3.7;5.4,2.1,1.801770195
Human,5,2,3,72,Visual,TR,2.1;3.7;5.4,3.7,4.171336781
Human,5,2,3,73,Visual,TR,2.1;3.7;5.4,2.1,2.886467047
Human,5,2,3,75,Visual,TR,2.1;3.7;5.4,5.4,6.123455371
Human,5,2,3,77,Visual,TR,2.1;3.7;5.4,5.4,4.388341683
Human,5,2,4,78,Visual,TR,2.1;3.7;5.4,3.7,3.0533345
Human,5,2,4,79,Visual,TR,2.1;3.7;5.4,2.1,2.219138988
Human,5,2,4,80,Visual,TR,2.1;3.7;5.4,3.7,3.720740971
Human,5,2,4,81,Visual,TR,2.1;3.7;5.4,3.7,3.437217729
Human,5,2,4,82,Visual,TR,2.1;3.7;5.4,2.1,1.101135485
Human,5,2,4,83,Visual,TR,2.1;3.7;5.4,5.4,4.738644099
Human,5,2,4,84,Visual,TR,2.1;3.7;5.4,5.4,6.375508853
Human,5,2,4,85,Visual,TR,2.1;3.7;5.4,2.1,2.219097118
Human,5,2,4,86,Visual,TR,2.1;3.7;5.4,3.7,3.653862273
Human,5,2,4,87,Visual,TR,2.1;3.7;5.4,2.1,2.152296979
Human,5,2,4,88,Visual,TR,2.1;3.7;5.4,5.4,5.639611823
Human,5,2,4,89,Visual,TR,2.1;3.7;5.4,2.1,2.469356108
Human,5,2,4,91,Visual,TR,2.1;3.7;5.4,3.7,3.572004945
Human,5,2,4,92,Visual,TR,2.1;3.7;5.4,2.1,2.83617714
Human,5,2,4,93,Visual,TR,2.1;3.7;5.4,5.4,6.573752552
Human,5,2,4,94,Visual,TR,2.1;3.7;5.4,5.4,4.973840039
Human,5,2,4,95,Visual,TR,2.1;3.7;5.4,5.4,4.506822272
Human,5,2,4,96,Visual,TR,2.1;3.7;5.4,5.4,5.224128476
Human,5,2,4,97,Visual,TR,2.1;3.7;5.4,2.1,2.786554709
Human,5,2,4,98,Visual,TR,2.1;3.7;5.4,2.1,2.370960635
Human,5,2,4,99,Visual,TR,2.1;3.7;5.4,3.7,3.720722499
Human,5,2,4,101,Visual,TR,2.1;3.7;5.4,5.4,4.223133945
Human,5,2,4,103,Visual,TR,2.1;3.7;5.4,2.1,2.502963792
Human,5,2,4,104,Visual,TR,2.1;3.7;5.4,3.7,3.870943963
Human,5,2,5,105,Visual,TR,2.1;3.7;5.4,3.7,4.073110423
Human,5,2,5,106,Visual,TR,2.1;3.7;5.4,2.1,2.436135669
Human,5,2,5,107,Visual,TR,2.1;3.7;5.4,2.1,2.303879401
Human,5,2,5,108,Visual,TR,2.1;3.7;5.4,5.4,6.857617064
Human,5,2,5,109,Visual,TR,2.1;3.7;5.4,2.1,3.35536194
Human,5,2,5,110,Visual,TR,2.1;3.7;5.4,2.1,2.986560637
Human,5,2,5,111,Visual,TR,2.1;3.7;5.4,5.4,5.572719362
Human,5,2,5,112,Visual,TR,2.1;3.7;5.4,3.7,4.421510191
Human,5,2,5,113,Visual,TR,2.1;3.7;5.4,5.4,5.522835726
Human,5,2,5,114,Visual,TR,2.1;3.7;5.4,5.4,5.522943062
Human,5,2,5,115,Visual,TR,2.1;3.7;5.4,3.7,4.204635705
Human,5,2,5,117,Visual,TR,2.1;3.7;5.4,5.4,5.239148756
Human,5,2,5,118,Visual,TR,2.1;3.7;5.4,5.4,5.073748836
Human,5,2,5,119,Visual,TR,2.1;3.7;5.4,3.7,3.236858789
Human,5,2,5,120,Visual,TR,2.1;3.7;5.4,3.7,3.971055069
Human,5,2,5,121,Visual,TR,2.1;3.7;5.4,3.7,4.021188134
Human,5,2,5,122,Visual,TR,2.1;3.7;5.4,2.1,2.269102115
Human,5,2,5,123,Visual,TR,2.1;3.7;5.4,2.1,2.352556944
Human,5,2,5,125,Visual,TR,2.1;3.7;5.4,3.7,5.941741271
Human,5,2,5,126,Visual,TR,2.1;3.7;5.4,5.4,5.222605445
Human,5,2,5,127,Visual,TR,2.1;3.7;5.4,5.4,5.989774619
Human,5,2,5,128,Visual,TR,2.1;3.7;5.4,2.1,2.719819253
Human,5,2,6,130,Visual,TR,2.1;3.7;5.4,5.4,4.83885943
Human,5,2,6,132,Visual,TR,2.1;3.7;5.4,2.1,3.236933393
Human,5,2,6,133,Visual,TR,2.1;3.7;5.4,3.7,4.206226256
Human,5,2,6,134,Visual,TR,2.1;3.7;5.4,3.7,4.171251252
Human,5,2,6,137,Visual,TR,2.1;3.7;5.4,5.4,6.208357785
Human,5,2,6,138,Visual,TR,2.1;3.7;5.4,2.1,3.253542692
Human,5,2,6,139,Visual,TR,2.1;3.7;5.4,2.1,2.686415123
Human,5,2,6,140,Visual,TR,2.1;3.7;5.4,5.4,6.006515371
Human,5,2,6,141,Visual,TR,2.1;3.7;5.4,5.4,5.005560135
Human,5,2,6,142,Visual,TR,2.1;3.7;5.4,5.4,6.206801321
Human,5,2,6,143,Visual,TR,2.1;3.7;5.4,5.4,0.083216892
Human,5,2,6,146,Visual,TR,2.1;3.7;5.4,2.1,2.619486854
Human,5,2,6,147,Visual,TR,2.1;3.7;5.4,3.7,3.620536439
Human,5,2,6,148,Visual,TR,2.1;3.7;5.4,5.4,3.72078815
Human,5,2,6,149,Visual,TR,2.1;3.7;5.4,5.4,4.771990875
Human,5,2,6,150,Visual,TR,2.1;3.7;5.4,3.7,4.821877648
Human,5,2,6,151,Visual,TR,2.1;3.7;5.4,3.7,3.839235004
Human,5,2,6,152,Visual,TR,2.1;3.7;5.4,2.1,3.003290197
Human,5,2,6,153,Visual,TR,2.1;3.7;5.4,2.1,2.536059329
Human,5,2,6,154,Visual,TR,2.1;3.7;5.4,3.7,3.220211829
Human,5,2,6,155,Visual,TR,2.1;3.7;5.4,3.7,3.887613036
Human,5,2,6,156,Visual,TR,2.1;3.7;5.4,3.7,4.32317218
Human,5,2,7,157,Visual,TR,2.1;3.7;5.4,5.4,5.122517042
Human,5,2,7,158,Visual,TR,2.1;3.7;5.4,2.1,2.803294897
Human,5,2,7,159,Visual,TR,2.1;3.7;5.4,3.7,4.538462422
Human,5,2,7,160,Visual,TR,2.1;3.7;5.4,2.1,2.636464931
Human,5,2,7,161,Visual,TR,2.1;3.7;5.4,3.7,5.090678418
Human,5,2,7,162,Visual,TR,2.1;3.7;5.4,5.4,5.307503668
Human,5,2,7,164,Visual,TR,2.1;3.7;5.4,5.4,5.405811935
Human,5,2,7,165,Visual,TR,2.1;3.7;5.4,2.1,2.585925164
Human,5,2,7,166,Visual,TR,2.1;3.7;5.4,3.7,3.203627929
Human,5,2,7,167,Visual,TR,2.1;3.7;5.4,5.4,5.155497821
Human,5,2,7,168,Visual,TR,2.1;3.7;5.4,3.7,4.957987328
Human,5,2,7,169,Visual,TR,2.1;3.7;5.4,5.4,5.77297294
Human,5,2,7,171,Visual,TR,2.1;3.7;5.4,3.7,4.121185615
Human,5,2,7,172,Visual,TR,2.1;3.7;5.4,2.1,2.60282329
Human,5,2,7,173,Visual,TR,2.1;3.7;5.4,2.1,2.970088486
Human,5,2,7,174,Visual,TR,2.1;3.7;5.4,3.7,3.670699703
Human,5,2,7,175,Visual,TR,2.1;3.7;5.4,3.7,3.422715499
Human,5,2,7,177,Visual,TR,2.1;3.7;5.4,2.1,3.103317386
Human,5,2,7,178,Visual,TR,2.1;3.7;5.4,2.1,2.51949586
Human,5,2,7,179,Visual,TR,2.1;3.7;5.4,2.1,3.186911275
Human,5,2,7,180,Visual,TR,2.1;3.7;5.4,2.1,2.972259346
Human,5,2,7,181,Visual,TR,2.1;3.7;5.4,3.7,4.938791211
Human,5,2,7,183,Visual,TR,2.1;3.7;5.4,5.4,5.656287016
Human,5,2,8,184,Visual,TR,2.1;3.7;5.4,2.1,2.338358313
Human,5,2,8,185,Visual,TR,2.1;3.7;5.4,5.4,6.490699052
Human,5,2,8,186,Visual,TR,2.1;3.7;5.4,2.1,2.535925894
Human,5,2,8,187,Visual,TR,2.1;3.7;5.4,3.7,3.653933098
Human,5,2,8,188,Visual,TR,2.1;3.7;5.4,2.1,1.935323062
Human,5,2,8,190,Visual,TR,2.1;3.7;5.4,2.1,2.936474927
Human,5,2,8,191,Visual,TR,2.1;3.7;5.4,3.7,3.970891675
Human,5,2,8,194,Visual,TR,2.1;3.7;5.4,3.7,4.624077162
Human,5,2,8,195,Visual,TR,2.1;3.7;5.4,2.1,3.070133228
Human,5,2,8,196,Visual,TR,2.1;3.7;5.4,2.1,2.30480626
Human,5,2,8,197,Visual,TR,2.1;3.7;5.4,3.7,4.221348398
Human,5,2,8,198,Visual,TR,2.1;3.7;5.4,2.1,2.035518121
Human,5,2,8,200,Visual,TR,2.1;3.7;5.4,5.4,5.389516893
Human,5,2,8,201,Visual,TR,2.1;3.7;5.4,2.1,2.419221868
Human,5,2,8,202,Visual,TR,2.1;3.7;5.4,3.7,3.704225547
Human,5,2,8,204,Visual,TR,2.1;3.7;5.4,3.7,4.271601649
Human,5,2,8,206,Visual,TR,2.1;3.7;5.4,5.4,5.024521605
Human,5,2,8,207,Visual,TR,2.1;3.7;5.4,3.7,4.240445728
Human,5,2,8,209,Visual,TR,2.1;3.7;5.4,2.1,2.686281316
Human,5,2,8,210,Visual,TR,2.1;3.7;5.4,3.7,4.540901358
Human,5,2,9,211,Visual,TR,2.1;3.7;5.4,2.1,2.118940192
Human,5,2,9,212,Visual,TR,2.1;3.7;5.4,5.4,6.440727033
Human,5,2,9,213,Visual,TR,2.1;3.7;5.4,2.1,2.636215459
Human,5,2,9,214,Visual,TR,2.1;3.7;5.4,2.1,2.486317968
Human,5,2,9,215,Visual,TR,2.1;3.7;5.4,5.4,5.742021452
Human,5,2,9,216,Visual,TR,2.1;3.7;5.4,3.7,0.116581806
Human,5,2,9,217,Visual,TR,2.1;3.7;5.4,2.1,2.204648439
Human,5,2,9,218,Visual,TR,2.1;3.7;5.4,5.4,6.09234792
Human,5,2,9,219,Visual,TR,2.1;3.7;5.4,5.4,4.907599439
Human,5,2,9,222,Visual,TR,2.1;3.7;5.4,2.1,2.452781501
Human,5,2,9,223,Visual,TR,2.1;3.7;5.4,3.7,3.770832375
Human,5,2,9,224,Visual,TR,2.1;3.7;5.4,3.7,4.07093967
Human,5,2,9,225,Visual,TR,2.1;3.7;5.4,3.7,3.92093679
Human,5,2,9,226,Visual,TR,2.1;3.7;5.4,3.7,4.605270482
Human,5,2,9,227,Visual,TR,2.1;3.7;5.4,5.4,5.30567148
Human,5,2,9,228,Visual,TR,2.1;3.7;5.4,3.7,3.871021864
Human,5,2,9,230,Visual,TR,2.1;3.7;5.4,2.1,2.805448759
Human,6,1,1,1,Visual,TR,2.1;3.7;5.4,2.1,1.785358626
Human,6,1,1,2,Visual,TR,2.1;3.7;5.4,2.1,2.153750268
Human,6,1,1,3,Visual,TR,2.1;3.7;5.4,3.7,2.23739849
Human,6,1,1,4,Visual,TR,2.1;3.7;5.4,3.7,2.671191687
Human,6,1,1,5,Visual,TR,2.1;3.7;5.4,3.7,2.435983102
Human,6,1,1,6,Visual,TR,2.1;3.7;5.4,2.1,1.868498158
Human,6,1,1,8,Visual,TR,2.1;3.7;5.4,5.4,3.403902717
Human,6,1,1,9,Visual,TR,2.1;3.7;5.4,5.4,3.803958164
Human,6,1,1,10,Visual,TR,2.1;3.7;5.4,2.1,1.653402521
Human,6,1,1,11,Visual,TR,2.1;3.7;5.4,2.1,0.934085921
Human,6,1,1,12,Visual,TR,2.1;3.7;5.4,3.7,1.684964181
Human,6,1,1,13,Visual,TR,2.1;3.7;5.4,2.1,1.501567898
Human,6,1,1,14,Visual,TR,2.1;3.7;5.4,2.1,0.100136093
Human,6,1,1,15,Visual,TR,2.1;3.7;5.4,5.4,2.402786446
Human,6,1,1,16,Visual,TR,2.1;3.7;5.4,5.4,3.203743149
Human,6,1,1,17,Visual,TR,2.1;3.7;5.4,2.1,1.935436644
Human,6,1,1,18,Visual,TR,2.1;3.7;5.4,5.4,2.502581983
Human,6,1,1,19,Visual,TR,2.1;3.7;5.4,3.7,3.286946013
Human,6,1,1,20,Visual,TR,2.1;3.7;5.4,3.7,2.519381135
Human,6,1,1,21,Visual,TR,2.1;3.7;5.4,3.7,2.602787828
Human,6,1,1,22,Visual,TR,2.1;3.7;5.4,3.7,1.968607011
Human,6,1,1,24,Visual,TR,2.1;3.7;5.4,5.4,3.687405397
Human,6,1,1,25,Visual,TR,2.1;3.7;5.4,3.7,1.968623487
Human,6,1,1,26,Visual,TR,2.1;3.7;5.4,3.7,2.819613953
Human,6,1,2,27,Visual,TR,2.1;3.7;5.4,3.7,2.369252278
Human,6,1,2,28,Visual,TR,2.1;3.7;5.4,3.7,2.969932263
Human,6,1,2,29,Visual,TR,2.1;3.7;5.4,2.1,1.768587536
Human,6,1,2,30,Visual,TR,2.1;3.7;5.4,5.4,3.121703071
Human,6,1,2,31,Visual,TR,2.1;3.7;5.4,3.7,2.120615548
Human,6,1,2,32,Visual,TR,2.1;3.7;5.4,5.4,3.188428348
Human,6,1,2,33,Visual,TR,2.1;3.7;5.4,2.1,1.62005111
Human,6,1,2,34,Visual,TR,2.1;3.7;5.4,5.4,3.553714066
Human,6,1,2,35,Visual,TR,2.1;3.7;5.4,3.7,3.45375707
Human,6,1,2,36,Visual,TR,2.1;3.7;5.4,5.4,4.087845007
Human,6,1,2,37,Visual,TR,2.1;3.7;5.4,3.7,0.133363913
Human,6,1,2,38,Visual,TR,2.1;3.7;5.4,2.1,1.951987813
Human,6,1,2,40,Visual,TR,2.1;3.7;5.4,3.7,3.420671162
Human,6,1,2,42,Visual,TR,2.1;3.7;5.4,5.4,4.021016968
Human,6,1,2,44,Visual,TR,2.1;3.7;5.4,2.1,1.453047026
Human,6,1,2,45,Visual,TR,2.1;3.7;5.4,3.7,2.919875232
Human,6,1,2,46,Visual,TR,2.1;3.7;5.4,5.4,2.903312341
Human,6,1,2,47,Visual,TR,2.1;3.7;5.4,5.4,4.523105556
Human,6,1,2,49,Visual,TR,2.1;3.7;5.4,2.1,2.269089144
Human,6,1,2,51,Visual,TR,2.1;3.7;5.4,2.1,3.220013561
Human,6,1,3,52,Visual,TR,2.1;3.7;5.4,5.4,4.08805418
Human,6,1,3,53,Visual,TR,2.1;3.7;5.4,3.7,3.271665167
Human,6,1,3,54,Visual,TR,2.1;3.7;5.4,5.4,4.654991328
Human,6,1,3,55,Visual,TR,2.1;3.7;5.4,5.4,5.856835048
Human,6,1,3,56,Visual,TR,2.1;3.7;5.4,5.4,3.555616788
Human,6,1,3,57,Visual,TR,2.1;3.7;5.4,3.7,2.82131676
Human,6,1,3,58,Visual,TR,2.1;3.7;5.4,2.1,1.835102759
Human,6,1,3,59,Visual,TR,2.1;3.7;5.4,5.4,3.754204
Human,6,1,3,61,Visual,TR,2.1;3.7;5.4,5.4,4.540226143
Human,6,1,3,63,Visual,TR,2.1;3.7;5.4,2.1,2.087247289
Human,6,1,3,65,Visual,TR,2.1;3.7;5.4,2.1,1.384926577
Human,6,1,3,66,Visual,TR,2.1;3.7;5.4,2.1,2.320651622
Human,6,1,3,67,Visual,TR,2.1;3.7;5.4,2.1,1.987102962
Human,6,1,3,68,Visual,TR,2.1;3.7;5.4,3.7,3.070188621
Human,6,1,3,69,Visual,TR,2.1;3.7;5.4,2.1,1.835278751
Human,6,1,3,71,Visual,TR,2.1;3.7;5.4,3.7,3.755654895
Human,6,1,3,72,Visual,TR,2.1;3.7;5.4,5.4,3.705500885
Human,6,1,3,73,Visual,TR,2.1;3.7;5.4,5.4,5.138990526
Human,6,1,3,75,Visual,TR,2.1;3.7;5.4,2.1,1.685269378
Human,6,1,4,77,Visual,TR,2.1;3.7;5.4,2.1,2.969935068
Human,6,1,4,78,Visual,TR,2.1;3.7;5.4,5.4,3.503783873
Human,6,1,4,79,Visual,TR,2.1;3.7;5.4,5.4,3.637145114
Human,6,1,4,80,Visual,TR,2.1;3.7;5.4,2.1,2.187507256
Human,6,1,4,81,Visual,TR,2.1;3.7;5.4,5.4,3.603962431
Human,6,1,4,82,Visual,TR,2.1;3.7;5.4,3.7,4.48814017
Human,6,1,4,83,Visual,TR,2.1;3.7;5.4,5.4,3.771008762
Human,6,1,4,84,Visual,TR,2.1;3.7;5.4,2.1,1.653316698
Human,6,1,4,85,Visual,TR,2.1;3.7;5.4,2.1,2.018665153
Human,6,1,4,86,Visual,TR,2.1;3.7;5.4,3.7,2.452683778
Human,6,1,4,87,Visual,TR,2.1;3.7;5.4,5.4,3.387145231
Human,6,1,4,88,Visual,TR,2.1;3.7;5.4,3.7,3.904427715
Human,6,1,4,89,Visual,TR,2.1;3.7;5.4,5.4,5.856538251
Human,6,1,4,91,Visual,TR,2.1;3.7;5.4,3.7,3.138444173
Human,6,1,4,92,Visual,TR,2.1;3.7;5.4,5.4,3.138382988
Human,6,1,4,93,Visual,TR,2.1;3.7;5.4,3.7,3.553919733
Human,6,1,4,94,Visual,TR,2.1;3.7;5.4,3.7,2.753124564
Human,6,1,4,95,Visual,TR,2.1;3.7;5.4,2.1,1.302940375
Human,6,1,4,96,Visual,TR,2.1;3.7;5.4,2.1,1.785312568
Human,6,1,4,97,Visual,TR,2.1;3.7;5.4,5.4,3.954579201
Human,6,1,4,98,Visual,TR,2.1;3.7;5.4,3.7,3.403771231
Human,6,1,4,99,Visual,TR,2.1;3.7;5.4,2.1,1.918767797
Human,6,1,4,101,Visual,TR,2.1;3.7;5.4,2.1,1.651891404
Human,6,1,5,103,Visual,TR,2.1;3.7;5.4,3.7,3.069970649
Human,6,1,5,104,Visual,TR,2.1;3.7;5.4,5.4,3.704100894
Human,6,1,5,105,Visual,TR,2.1;3.7;5.4,3.7,2.354060747
Human,6,1,5,106,Visual,TR,2.1;3.7;5.4,2.1,2.052252341
Human,6,1,5,107,Visual,TR,2.1;3.7;5.4,3.7,0.151678479
Human,6,1,5,108,Visual,TR,2.1;3.7;5.4,2.1,3.136644082
Human,6,1,5,109,Visual,TR,2.1;3.7;5.4,2.1,2.753175108
Human,6,1,5,110,Visual,TR,2.1;3.7;5.4,2.1,2.202469487
Human,6,1,5,111,Visual,TR,2.1;3.7;5.4,5.4,3.955806359
Human,6,1,5,112,Visual,TR,2.1;3.7;5.4,5.4,4.021099879
Human,6,1,5,113,Visual,TR,2.1;3.7;5.4,2.1,2.102395833
Human,6,1,5,114,Visual,TR,2.1;3.7;5.4,2.1,2.436164428
Human,6,1,5,115,Visual,TR,2.1;3.7;5.4,2.1,2.804678263
Human,6,1,5,117,Visual,TR,2.1;3.7;5.4,2.1,3.172003786
Human,6,1,5,118,Visual,TR,2.1;3.7;5.4,5.4,4.421566603
Human,6,1,5,119,Visual,TR,2.1;3.7;5.4,5.4,4.838557297
Human,6,1,5,120,Visual,TR,2.1;3.7;5.4,5.4,3.920970412
Human,6,1,5,121,Visual,TR,2.1;3.7;5.4,2.1,2.654583308
Human,6,1,5,122,Visual,TR,2.1;3.7;5.4,3.7,3.103433532
Human,6,1,5,123,Visual,TR,2.1;3.7;5.4,3.7,3.070013442
Human,6,1,5,125,Visual,TR,2.1;3.7;5.4,3.7,3.17036763
Human,6,1,5,126,Visual,TR,2.1;3.7;5.4,5.4,4.838665013
Human,6,1,5,127,Visual,TR,2.1;3.7;5.4,2.1,2.752885882
Human,6,1,5,128,Visual,TR,2.1;3.7;5.4,3.7,3.603990225
