Species,Subj_idx,Session,Block,Trial,Stim,Procedure,Duration_Set,Test_Duration,Response,Reference_Intervals,Var12,Var13,Var14,Var15,Var16,X,moda,durNo,cond,curDur,RP,NSub,NT,valid
Human,6,1,1,630,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,630,1,9,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,631,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,631,1,21,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,632,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,632,1,45,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,633,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,633,1,2,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,634,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,634,1,23,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,635,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,635,1,38,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,636,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,636,1,72,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,637,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,637,1,17,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,638,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,638,1,25,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,639,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,639,1,61,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,640,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,640,1,16,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,641,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,641,1,40,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,642,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,642,1,32,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,643,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,643,1,26,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,644,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,644,1,30,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,645,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,645,1,65,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,646,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,646,1,62,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,647,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,647,1,48,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,648,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,648,1,32,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,649,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,649,1,16,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,650,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,650,1,55,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,651,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,651,1,1,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,652,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,652,1,70,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,653,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,653,1,8,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,654,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,654,1,44,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,655,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,655,1,24,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,656,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,656,1,71,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,657,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,657,1,28,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,658,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,658,1,27,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,659,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,659,1,19,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,660,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,660,1,52,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,661,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,661,1,47,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,662,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,662,1,28,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,663,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,663,1,47,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,664,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,664,1,31,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,665,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,665,1,51,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,666,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,666,1,3,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,667,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,667,1,58,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,668,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,668,1,62,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,669,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,669,1,18,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,670,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,L,0.4;1.45,NaN,NaN,,NaN,NaN,670,1,34,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,671,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,671,1,63,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,672,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,672,1,72,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,673,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,673,1,63,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,674,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,674,1,30,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,675,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,675,1,5,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,676,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,676,1,38,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,677,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,677,1,43,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,678,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,678,1,39,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,679,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,679,1,59,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,680,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,680,1,3,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,681,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,681,1,54,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,682,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,682,1,19,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,683,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,683,1,57,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,684,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,684,1,14,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,685,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,685,1,64,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,686,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,686,1,11,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,687,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,687,1,54,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,688,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,688,1,12,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,689,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,689,1,18,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,690,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,690,1,57,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,691,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,691,1,14,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,692,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,692,1,49,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,693,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,693,1,35,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,694,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,694,1,51,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,695,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,695,1,35,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,696,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,696,1,60,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,697,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,697,1,40,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,698,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,698,1,67,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,699,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,699,1,15,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,700,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,700,1,46,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,701,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,701,1,37,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,702,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,702,1,53,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,703,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,703,1,10,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,704,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,704,1,50,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,705,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,705,1,60,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,706,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,706,1,69,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,707,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,707,1,15,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,708,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,708,1,65,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,709,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,709,1,41,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,710,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,710,1,7,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,711,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,711,1,42,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,712,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,712,1,6,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,713,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,713,1,56,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,714,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,714,1,61,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,715,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,715,1,49,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,716,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,716,1,64,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,717,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,717,1,21,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,718,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,718,1,4,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,719,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,719,1,37,2,NaN,NaN,NaN,NaN,1
Human,6,1,1,720,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,720,1,22,2,NaN,NaN,NaN,NaN,1
Human,7,1,1,1,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,1,1,40,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,2,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,2,1,35,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,3,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,3,1,67,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,4,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,4,1,53,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,5,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,S,0.4;1.45,NaN,NaN,,NaN,NaN,5,1,61,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,6,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,6,1,30,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,7,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,7,1,51,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,8,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,8,1,68,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,9,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,9,1,35,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,10,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,10,1,32,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,11,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,S,0.4;1.45,NaN,NaN,,NaN,NaN,11,1,45,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,12,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,12,1,63,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,13,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,13,1,21,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,14,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,L,0.4;1.45,NaN,NaN,,NaN,NaN,14,1,19,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,15,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,15,1,8,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,16,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,16,1,66,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,17,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,17,1,20,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,18,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,18,1,25,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,19,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,19,1,60,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,20,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,20,1,57,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,21,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,21,1,27,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,22,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,22,1,47,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,23,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,L,0.4;1.45,NaN,NaN,,NaN,NaN,23,1,68,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,24,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1,L,0.4;1.45,NaN,NaN,,NaN,NaN,24,1,69,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,25,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,25,1,28,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,26,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,26,1,33,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,27,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,27,1,26,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,28,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,28,1,65,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,29,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.85,S,0.4;1.45,NaN,NaN,,NaN,NaN,29,1,12,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,30,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,30,1,50,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,31,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.15,L,0.4;1.45,NaN,NaN,,NaN,NaN,31,1,62,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,32,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,32,1,59,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,33,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.7,S,0.4;1.45,NaN,NaN,,NaN,NaN,33,1,11,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,34,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.3,L,0.4;1.45,NaN,NaN,,NaN,NaN,34,1,71,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,35,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,35,1,26,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,36,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,36,1,33,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,37,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,37,1,25,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,38,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.55,S,0.4;1.45,NaN,NaN,,NaN,NaN,38,1,34,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,39,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,0.4,S,0.4;1.45,NaN,NaN,,NaN,NaN,39,1,49,1,NaN,NaN,NaN,NaN,0
Human,7,1,1,40,Auditory,TB,0.4;0.55;0.7;0.85;1;1.15;1.3;1.45,1.45,L,0.4;1.45,NaN,NaN,,NaN,NaN,40,1,64,1,NaN,NaN,NaN,NaN,0
